,primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr
1,CDK1,9.52194937379132e-22,-0.360360970155993,-0.307578027505331,-0.413143912806655,1.62987207431186e-17
2,TOP2A,3.37064860297969e-21,-0.6490238652843,-0.540874264890933,-0.757173465677667,2.88476960686017e-17
3,BIRC5,3.34412224676972e-20,-0.305762605135442,-0.259268402786082,-0.352256807484803,1.90804468326525e-16
4,MKI67,8.12987309833443e-20,-0.475908691072292,-0.401584248286204,-0.55023313385838,3.47897594560476e-16
5,CDKN3,5.00979206399206e-19,-0.352776934066943,-0.295946584125043,-0.409607284008842,1.42921017932253e-15
6,NDC80,4.5485201706816e-19,-0.298343325381778,-0.251687447446472,-0.344999203317084,1.42921017932253e-15
7,UBE2C,8.10803849111719e-19,-0.494854150949492,-0.412433422124658,-0.577274879774326,1.73481618565566e-15
8,UBE2T,7.36254532965913e-19,-0.40370010159981,-0.311344417394735,-0.496055785804885,1.73481618565566e-15
9,CKAP2L,9.41234299458827e-19,-0.162063636071307,-0.135348386525662,-0.188778885616952,1.79012305598186e-15
10,HJURP,5.34322203622307e-18,-0.17571224267653,-0.145669504233901,-0.205754981119159,9.14599315940304e-15
11,PBK,1.0080115364921e-17,-0.239003967383235,-0.199333356947746,-0.278674577818725,1.56855758819411e-14
12,NUSAP1,1.66160855240242e-17,-0.38627222468714,-0.315045664969324,-0.457498784404956,2.37014613262268e-14
13,ALCAM,1.94836125516189e-17,0.475677394691843,0.591964687201714,0.359390102181972,2.38214997175757e-14
14,NUF2,1.83794119341968e-17,-0.326170924597844,-0.271602826171818,-0.38073902302387,2.38214997175757e-14
15,AURKB,4.08678220194384e-17,-0.176178774210227,-0.146369244046227,-0.205988304374228,4.66356339671151e-14
16,KIFC1,4.43585732455962e-17,-0.261344472726536,-0.216351537926382,-0.306337407526691,4.74553561403044e-14
17,GTSE1,5.06044042593538e-17,-0.243995945110404,-0.20255352272461,-0.285438367496197,5.09526816298447e-14
18,CENPF,7.08225597286489e-17,-0.635044011744392,-0.509924542313504,-0.760163481175279,6.73483197152935e-14
19,NAV1,7.83845636619577e-17,0.352919437531805,0.427209301802155,0.278629573261456,7.06162408527226e-14
20,TPX2,2.21350266035339e-16,-0.376794066936043,-0.308063078682449,-0.445525055189637,1.89442625186345e-13
21,ST18,2.72649172794659e-16,0.345392447018853,0.422818275485519,0.267966618552187,2.22235042415532e-13
22,NCAPG,4.74051434989221e-16,-0.191770141559457,-0.158133985407312,-0.225406297711603,3.68833564214113e-13
23,PRC1,5.18069208977075e-16,-0.401958296966027,-0.324566684813658,-0.479349909118396,3.85556115220026e-13
24,HMGB2,7.61646788155742e-16,-0.41128552111096,-0.312793526545575,-0.509777515676345,5.21484322914473e-13
25,PTTG1,7.42673600982965e-16,-0.447474779771812,-0.352058438222585,-0.542891121321039,5.21484322914473e-13
26,KIF23,1.36901307031347e-15,-0.218033088029095,-0.179531750789179,-0.256534425269012,9.01284489405985e-13
27,TUBA1B,1.49305371462976e-15,-0.518218140974048,-0.388683087049963,-0.647753194898133,9.4654075678954e-13
