index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
HMGN2	HMGN2	5.71125870308716e-43	0.718445355208765	0.816396183341016	0.620494527076513	7.93350946445837e-39	HMGN2	0.718445355208765	5.71125870308716e-43	4.7160726	140.329099344274
HMGB1	HMGB1	6.176530329213789e-36	0.623058489462031	0.719785640494383	0.5263313384296789	4.2899091401554396e-32	HMGB1	0.623058489462031	6.176530329213789e-36	4.0371814	116.96261478534696
TUBA1B	TUBA1B	2.3706380596845702e-29	0.7380955444996709	0.863041689818746	0.6131493991805961	6.58610665741568e-26	TUBA1B	0.7380955444996709	2.3706380596845702e-29	4.0110106	95.0906393374828
UBE2T	UBE2T	3.09241910682124e-28	0.836097043002139	0.9709599739867191	0.7012341120175589	7.159465635475648e-25	UBE2T	0.836097043002139	3.09241910682124e-28	1.2211272	91.38525079995145
TUBB4B	TUBB4B	1.4333740341678899e-24	0.6621632445174511	0.7848836903400591	0.539442798694843	2.2123331898473396e-21	TUBB4B	0.6621632445174511	1.4333740341678899e-24	2.660261	79.2068591521158
PBK	PBK	5.59325015956892e-23	0.781591404693543	0.9402257786409991	0.6229570307460871	5.97660292050553e-20	PBK	0.781591404693543	5.59325015956892e-23	0.7937259	73.92065932573172
TYMS	TYMS	1.72506152327834e-21	0.660580474089746	0.785209941997361	0.535951006182132	1.28168317699733e-18	TYMS	0.660580474089746	1.72506152327834e-21	1.2188033	68.97384217697814
HIST1H4C	HIST1H4C	7.126431086645891e-21	1.05415164027184	1.2633005903173602	0.845002690226313	3.66641682313326e-18	HIST1H4C	1.05415164027184	7.126431086645891e-21	3.566972	66.92731023611326
CKS1B	CKS1B	7.934678316437679e-20	0.793155809755354	0.9533298300309491	0.63298178947976	2.97893558090908e-17	CKS1B	0.793155809755354	7.934678316437679e-20	1.456417	63.45039016248609
HMGB2	HMGB2	3.55856544402502e-19	0.7764881378764961	0.9392167732214279	0.613759502531563	1.2056593312915e-16	HMGB2	0.7764881378764961	3.55856544402502e-19	2.1962206	61.285338034672925
CENPW	CENPW	1.95065546343621e-16	0.6033897179720021	0.74205959886216	0.464719837081844	3.87093643465605e-14	CENPW	0.6033897179720021	1.95065546343621e-16	0.9097021	52.18689053527206
MAD2L1	MAD2L1	2.2514918991085297e-16	0.607082149896237	0.74904370717168	0.465120592620794	4.2843115028105e-14	MAD2L1	0.607082149896237	2.2514918991085297e-16	0.8321181	51.97996823134059
UBE2C	UBE2C	3.3835062787337e-16	0.814876754971675	1.0098483341758	0.619905175767547	6.184248120774981e-14	UBE2C	0.814876754971675	3.3835062787337e-16	1.0735854	51.392330452455234
PTTG1	PTTG1	9.395350093385072e-16	0.719090070730817	0.8912729992049471	0.546907142256687	1.6112445450273098e-13	PTTG1	0.719090070730817	9.395350093385072e-16	1.4940889	49.91890259725708
UBE2S	UBE2S	1.30317786186276e-15	0.6118718577987521	0.758599124533979	0.46514459106352396	2.20761508282142e-13	UBE2S	0.6118718577987521	1.30317786186276e-15	2.618295	49.4468874223547
HIST1H3B	HIST1H3B	3.3036189484395203e-15	0.636734822996789	0.8046230663762729	0.46884657961730597	4.988105523127551e-13	HIST1H3B	0.636734822996789	3.3036189484395203e-15	0.6908844	48.10487413270925
ATAD2	ATAD2	3.8960157849480706e-15	0.603930348334273	0.751814419543121	0.45604627712542495	5.81930701814125e-13	ATAD2	0.603930348334273	3.8960157849480706e-15	1.1411328	47.866921900710466
TOP2A	TOP2A	7.589928057011861e-14	0.8417302873560141	1.0592034492642801	0.624257125447746	9.413543807138551e-12	TOP2A	0.8417302873560141	7.589928057011861e-14	1.4700066	43.582907117655076
CKS2	CKS2	1.1081365488399301e-13	0.612866348069354	0.765568991745629	0.46016370439308	1.33853259129874e-11	CKS2	0.612866348069354	1.1081365488399301e-13	1.2692274	43.03692956677292
FOS	FOS	5.4665120355032e-11	-0.7057237923453391	-0.5290218412984979	-0.882425743392179	3.7947226312626795e-09	FOS	-0.7057237923453391	5.4665120355032e-11	1.4275844	-34.090588443672374
MTRNR2L8	MTRNR2L8	4.43545592456194e-17	-0.7040013888436278	-0.567594161742418	-0.8404086159448381	9.7798282933476e-15	MTRNR2L8	-0.7040013888436278	4.43545592456194e-17	0.98713756	-54.32369520499682
MS4A8	MS4A8	4.37482967722714e-17	-0.608764526770365	-0.473736660749985	-0.743792392790745	9.7798282933476e-15	MS4A8	-0.608764526770365	4.37482967722714e-17	1.3408955	-54.34355076267802
IGFBP2	IGFBP2	1.80963282431384e-17	-0.7600615500423771	-0.590321417280413	-0.9298016828043421	4.488858850454221e-15	IGFBP2	-0.7600615500423771	1.80963282431384e-17	3.5624094	-55.61708060985317
