SST	-2.30918125536501
DLK1	-2.1889608644412
GABRA4	-1.58759337609297
RP11-333A23.4	-1.23376777667639
CXCR2	-1.19825523970523
FFAR2	-0.605995750890068
SCIMP	-0.574653032194531
SLC35D3	-0.360419302772165
GRP	-0.187933547421811
LINC00581	-0.116389652018137
COX7B2	0.0868187599567189
ACTL6B	0.207689515288886
P2RY13	0.228256931647165
RP11-94M14.2	0.242207816198938
FPR2	0.338054567031529
AC022182.3	0.423798361759484
LRRC25	0.443849030646907
SFTPC	0.52398754169807
MS4A7	0.559746743797216
BCAT1	0.644211124834878
CLEC10A	0.672191151946695
RASL10A	0.692542180394994
TRDC	0.730895327270654
DCX	0.762257452165773
CSF3R	0.774477421039816
ACTG2	0.894736225767344
CALB1	0.9167908242835
RPRML	0.941246117875137
PRPH	0.977766388874178
MSR1	1.00214005140065
ASCL1	1.00632872017122
KLRC1	1.02109540966637
CALCA	1.02719547708921
CHGA	1.12436177297091
P2RY14	1.12494881709966
FCGR1B	1.13298487618036
AJ006998.2	1.1781642622471
C5AR2	1.22418382622151
RTBDN	1.31041272742049
RGS13	1.3191607755939
PTH2	1.36590198559746
CTSG	1.36673365406673
ADAMTS5	1.40086949104029
BPIFB2	1.42635343201872
STMN2	1.43000059932691
MEOX2	1.45070969349413
DPH6-AS1	1.4537714468395
PAGE2	1.46481403451795
MS4A2	1.46644141917735
PHOX2B	1.46816753589075
MAGEA10	1.471794828828
CD300E	1.50867181530912
MMP12	1.50879618269951
AC006129.2	1.51313065536796
HOXB5	1.53722096941287
COX4I2	1.53740740652188
RASGRP4	1.56478854368256
LYRM5	1.60059114107739
PLEK	1.65757322494061
PVALB	1.66225025300628
SLC26A10	1.67121895523265
CBLN1	1.67716451805223
GAD2	1.68043342774981
GTSF1	1.71806753397987
CDH18	1.75697199567098
RETN	1.76111002805309
MURC	1.78547258589475
CXORF21	1.79075826270556
GLT1D1	1.79215820460651
ARHGEF25	1.79723538103074
LINC01506	1.8012919525869
GALNT8	1.81066388209086
LILRA1	1.81964075691565
CTB-61M7.2	1.83162746866342
AC005082.12	1.85162340315759
MTMR7	1.86825875193986
CLEC4E	1.88043921621511
SEC11C	1.88411691174726
SYNGR4	1.88944740617904
BARX1	1.92154585672457
CD1B	1.93409047048328
AGMO	1.93632452451742
MFAP5	1.97847847247615
