TRAV8-6	-0.713385026324811
FCGR3B	-0.556708337085903
CCL5	-0.501502417620847
NKG7	-0.494033578657283
CCL4	-0.332921322581925
PTPRC	-0.305397133461731
SRGN	-0.203143407964625
IL7R	-0.0381527236460837
GZMH	-0.00137590994981363
CD2	0.0183441484976807
CCR7	0.047342452273158
CXCR1	0.0635899265619031
GNLY	0.0693951750563269
GPR174	0.100470517898113
FCGR3A	0.113651477913104
PRF1	0.128930824012011
TRGV10	0.134064402898417
KLRD1	0.155259297023052
CD69	0.176941606318867
CLEC1A	0.287136250816209
FCN3	0.341327800220014
CST7	0.344942929693351
BIN2	0.36573645048594
GZMA	0.380410267289396
PLEK	0.385097909164102
RGS1	0.399119981229524
FGFBP2	0.454934216359634
SAMSN1	0.455691983146156
TYROBP	0.505076959150577
GZMB	0.532766558585333
TRBC1	0.550782351659987
LY9	0.616782343209385
TRAC	0.617621694050669
CTB-61M7.2	0.621091831175592
CD52	0.646821266596127
CYTIP	0.666296058577583
C1QB	0.679636942171236
LIM2	0.683078772322538
CD53	0.689948337087595
CXCR2	0.695724428733202
CD3G	0.702408702669976
LAPTM5	0.721695412300102
MNDA	0.732015439106769
CD48	0.732052048861609
CD3D	0.745330273186849
CD37	0.745802666877628
CXCR6	0.759082975434131
CD3E	0.776032282613134
TRGV8	0.830943267483065
CD300LG	0.831172273578078
CCL3	0.835263827659968
EVI2B	0.836402801048281
FYB	0.843074192442729
PYHIN1	0.855662711578347
TRAJ13	0.872559133542097
RP11-561P12.5	0.875836921000133
C1QA	0.8879711481941
KLRB1	0.892863687663684
CCL21	0.910043889642283
GZMK	0.98419799562989
FPR2	0.995882838989305
GPR183	0.997387576128682
TRAV23DV6	1.00527196300725
CCL4L2	1.01148894388819
AC006129.2	1.0284075268987
XCL2	1.0498019667561
FCER1G	1.07086872955186
RP11-76E17.4	1.07370483828216
CTSW	1.0798356698876
GPR65	1.08189838931475
MEFV	1.08362611918029
IFNG	1.09383900163575
SLA	1.10369392745798
TRAJ54	1.10728563318185
CD7	1.11013327860922
ITGB2	1.1142531855441
GIMAP4	1.11704887743099
FPR1	1.14593617082695
SELL	1.14608425871587
FCRL1	1.1474985434059
CLEC4E	1.16771397486806
SIGLEC5	1.17910521783288
S100A12	1.18301068110098
C1QC	1.19164057808335
TRAF3IP3	1.19203749050792
ALOX5AP	1.19652726691188
CD247	1.21249383161981
CLEC10A	1.21949133253201
LTB	1.23488175227177
CD300A	1.23512821066928
KLRC1	1.24122651204661
AIF1	1.25986903501497
COL3A1	1.27844482564208
GIMAP1	1.28314434186864
ITK	1.28596104627381
KLRF1	1.28797592616403
IL1R2	1.2901945748185
DOK2	1.30938392767815
HAVCR2	1.33936690963285
GIMAP7	1.34602802390135
LSP1	1.34967969908191
TRAV16	1.35044952260687
VSIG4	1.37004088198626
PTGDR	1.37253905506559
FABP4	1.37868478552057
FCAR	1.37972588508256
SH2D1B	1.38687766296156
OSM	1.39383129717082
S100A8	1.3951383081615
CD93	1.39944409911476
TRAJ39	1.40384683536815
ZNF683	1.41924614802187
EVI2A	1.42639134845624
CCL23	1.46963958858109
TRGV2	1.49068268241133
SH2D1A	1.50507250018119
CXCR4	1.51004717384691
TPSB2	1.52818237375699
TRAJ31	1.5299394553945
MYO1F	1.55178220907231
TPSAB1	1.55458928579097
HPGDS	1.55462772186513
CLEC9A	1.56141978693564
LST1	1.57003716639399
BCL2A1	1.58040572536916
TRDC	1.60192478012267
LCP1	1.61721185192166
LILRA5	1.62121988293596
TBC1D10C	1.63441981440317
CCL3L3	1.65204381183489
GBP5	1.66280202077571
IKZF1	1.66475246012561
TRBV28	1.68033697450567
P2RY8	1.68533409175714
C3AR1	1.6933004166505
TRAV20	1.71885648479655
IL2	1.72131373579127
ACAP1	1.72280605648695
S1PR4	1.72477707425693
TAGAP	1.72823957460635
AC079767.4	1.74102478708814
CLEC2B	1.74316457376964
LCP2	1.74681560362954
P2RY10	1.7486815891783
MIR3945HG	1.76246682261672
GPIHBP1	1.76362947344725
TRGC1	1.76471184578626
IL1B	1.76801157448227
CMTM2	1.76900751622628
PTPN22	1.76949427232127
CXCR3	1.77574140491241
TRBC2	1.77737580113476
CD8A	1.7831709940933
FASLG	1.80824915167163
MS4A1	1.81069414607201
SELP	1.82089741602168
FCRL6	1.82203582760537
RP11-291B21.2	1.82499962424381
FCGR1A	1.82760976616272
TIGIT	1.83028875022109
LAX1	1.83483069850474
LYVE1	1.83773239277181
SIGLEC12	1.84492432974839
CXCL13	1.85005426269219
CYTH4	1.85081706641076
WAS	1.86620611124435
ARHGAP30	1.86760057431628
CD79A	1.87172976887907
GZMM	1.87549550135696
TRBV3-1	1.87600566777835
STAT4	1.87987355921125
CR1	1.88470079298136
GMFG	1.8872150855571
CD40LG	1.89071158713842
FCN1	1.89099194776245
PIK3CG	1.8929333812248
AC092580.4	1.92426646754167
TNFRSF1B	1.92514963084179
RP11-326C3.13	1.9386644953719
CX3CR1	1.93917569353726
LIPN	1.94213791714971
ICOS	1.95529023961967
KIR2DL3	1.95598840029506
FGL2	1.95937114404486
CCL17	1.96141875388995
ARHGAP15	1.96300316642385
CRTAM	1.96615228246118
LUM	1.96965796433004
PTPN7	1.97632274210958
RXFP1	1.97731521367834
IL12RB1	1.99398927668203
