,primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr
1,HMGB2,6.26528003990366e-23,-0.831506432189116,-0.682017486594112,-0.980995377784119,8.45060971782206e-19
2,SEC11C,9.55440118820181e-19,0.548005292656362,0.666785336897398,0.429225248415326,6.4434881613233e-15
3,TOP2A,5.50301796192326e-18,-0.534831496290875,-0.457712013498336,-0.611950979083415,2.4741568756807e-14
4,HMGN2,8.79926224340782e-18,-0.481760908194171,-0.372757427728088,-0.590764388660253,2.96711122847712e-14
5,HMGB1,3.9487032123841e-16,-0.49454567637244,-0.376821841050297,-0.612269511694583,1.06520217857273e-12
6,PBK,9.34403327745046e-16,-0.342656448753367,-0.292268185599799,-0.393044711906935,2.10053868077086e-12
7,RHEB,8.90772470095213e-15,-0.484638206056597,-0.360931227640912,-0.608345184472281,1.71639129666346e-11
8,UBE2C,1.30209237513847e-14,-0.585013302635942,-0.483886401943429,-0.686140203328455,2.19532774448347e-11
9,PRC1,5.67656447289241e-14,-0.428811011965149,-0.347358298330826,-0.510263725599473,8.50727795670809e-11
10,NUSAP1,1.16224262262863e-13,-0.354203409962795,-0.284565584030304,-0.423841235895286,1.56763284940149e-10
11,SMC4,1.57201563096432e-13,-0.528609996231956,-0.405572801662768,-0.651647190801145,1.92757698458606e-10
12,DTYMK,2.72788039599047e-13,-0.389014582029683,-0.304581553179346,-0.47344761088002,3.06613756509329e-10
13,UBE2T,3.82850448753932e-13,-0.432515304029709,-0.333694357488734,-0.531336250570683,3.97222065599464e-10
14,CDC20,7.18810792764845e-13,-0.26431041824547,-0.217664234809047,-0.310956601681894,6.92522855200873e-10
15,CKS1B,1.22521874038139e-12,-0.470003190359416,-0.363085845419831,-0.576920535299001,1.03285939814151e-09
16,TPX2,1.19966744133976e-12,-0.269737920387974,-0.220614919119092,-0.318860921656855,1.03285939814151e-09
17,HMGB3,1.35327633911241e-12,-0.417329058989791,-0.297405906485025,-0.537252211494558,1.0737053683499e-09
18,CALM3,1.47449106309343e-12,-0.485203341923102,-0.358570482085885,-0.611836201760319,1.10488530327801e-09
19,ASF1B,2.39543219414804e-12,-0.322522960157651,-0.259783573697621,-0.385262346617681,1.68855702421377e-09
20,KIFC1,2.50379155429088e-12,-0.185855471649677,-0.150397996739949,-0.221312946559405,1.68855702421377e-09
21,MAD2L1,5.5511061617441e-12,-0.235973652499514,-0.191440144896819,-0.280507160102208,3.56539618617164e-09
22,CALM2,7.31602814835363e-12,-0.390410463524311,-0.2836740480543,-0.497146878994322,4.4853903484088e-09
23,CDCA8,1.18836829584791e-11,-0.176139376922646,-0.141817780163744,-0.210460973681547,6.690699399277e-09
24,PHGDH,1.19051590734466e-11,-0.406457591025172,-0.276471101446216,-0.536444080604129,6.690699399277e-09
25,ASCL1,1.26247867894225e-11,0.480386625377426,0.618386006026094,0.342387244728758,6.81132496862925e-09
26,RRM2,1.85144124588335e-11,-0.239627592905661,-0.191585215935628,-0.287669969875693,9.60470750941331e-09
27,CCNB2,3.30982845733962e-11,-0.204108129347585,-0.165053171285645,-0.243163087409525,1.59439165116417e-08
28,NUF2,3.30168674919609e-11,-0.234678251293606,-0.189910995539944,-0.279445507047268,1.59439165116417e-08
29,ILF2,4.5598796313187e-11,-0.402791049729976,-0.277838697087058,-0.527743402372894,2.12081574024919e-08
30,MZT1,1.38074674792426e-10,-0.366851600829139,-0.268342598478011,-0.465360603180267,6.20783737866747e-08
31,CENPF,1.70384702839817e-10,-0.355289934087043,-0.281890824812315,-0.428689043361772,7.41338345775309e-08
32,ZWINT,1.90481045646351e-10,-0.244312126762463,-0.189228998048273,-0.299395255476653,8.02877607399369e-08
33,CCDC88A,2.03245795820596e-10,0.466003216539588,0.593125321427073,0.338881111652103,8.30720998190362e-08
34,PTTG1,4.20968590856602e-10,-0.487719211543099,-0.348134157963889,-0.62730426512231,1.67000716278642e-07
35,NUCKS1,4.49552749311127e-10,-0.380269976957442,-0.258957477878549,-0.501582476036336,1.73244785220242e-07
36,CKAP2L,9.13545788019975e-10,-0.135924581529288,-0.104716224412415,-0.167132938646161,3.42275155244817e-07
37,GRP,1.0075368906235e-09,0.438689941807335,0.615481470271606,0.261898413343065,3.48452758480251e-07
38,MYBL2,9.97340455875838e-10,-0.166571340412438,-0.129396681430684,-0.203745999394193,3.48452758480251e-07
39,SCGN,9.88279760352706e-10,0.469133760062931,0.600120662052513,0.338146858073349,3.48452758480251e-07
40,TROAP,1.21336564561144e-09,-0.274507232656346,-0.215972488913867,-0.333041976398826,4.09146895700179e-07
41,SNRPF,1.57831356811919e-09,-0.309593777428724,-0.210084123902495,-0.409103430954953,5.19226668458331e-07
42,CENPM,1.76893965349378e-09,-0.263895166795842,-0.185988926703289,-0.341801406888396,5.6808233443629e-07
43,AURKB,1.93346895574778e-09,-0.139708106951919,-0.108480696835825,-0.170935517068013,6.06479750584326e-07
44,TUBA1B,2.16508793297517e-09,-0.399991701564604,-0.276088807322906,-0.523894595806301,6.63697864544752e-07
45,CDK1,2.64798443402442e-09,-0.230892002586905,-0.169205125140415,-0.292578880033395,7.89522077060031e-07
46,CENPW,2.69261681085123e-09,-0.335942347384584,-0.24040085232027,-0.431483842448897,7.89522077060031e-07
47,HMGN1,3.61271045190188e-09,-0.280331052563024,-0.189496700575505,-0.371165404550543,1.01517163698443e-06
48,RACGAP1,3.54946501894873e-09,-0.18891785424695,-0.144081045262035,-0.233754663231865,1.01517163698443e-06
49,RIPPLY3,4.36512391225973e-09,-0.345581445874986,-0.247946586790802,-0.44321630495917,1.2015671699706e-06
50,H2AFY,5.29164467510146e-09,-0.2589388933437,-0.142812929805858,-0.375064856881542,1.42747406755537e-06
51,ANP32B,5.53434127536732e-09,-0.324538027274123,-0.212733459479252,-0.436342595068993,1.46367049259126e-06
52,CLDN3,5.89834288006455e-09,0.365143733157531,0.47062859000606,0.259658876309002,1.52993939935213e-06
53,DEPDC1,6.25325632365599e-09,NA,NA,NA,1.59139474138627e-06
54,SDK2,6.97540158591934e-09,0.197906151898152,0.272323567434129,0.123488736362175,1.74230030723852e-06
55,DLGAP5,7.57398101656542e-09,-0.159148493757873,-0.124904628204297,-0.193392359311449,1.85741556275335e-06
56,CACNA1A,9.13872321231533e-09,0.401175758389696,0.526682794964296,0.275668721815097,2.20112676228052e-06
57,EEF1A1,1.11026642378113e-08,0.313676542044201,0.416501675677943,0.210851408410459,2.62724096911576e-06
58,RGS16,1.19795905617646e-08,0.452351962586111,0.603060071560145,0.301643853612078,2.78587443960484e-06
59,BIRC5,1.36345234270138e-08,-0.213391853835409,-0.162519485960664,-0.264264221710154,3.11699071158581e-06
60,CRNDE,1.40189944817016e-08,-0.19264928350218,-0.147195320818708,-0.238103246185652,3.15146995948651e-06
61,MAD2L2,1.464571794009e-08,-0.339561919131221,-0.213444696634511,-0.465679141627932,3.23838432091695e-06
62,ESPL1,1.67422231170181e-08,0.325746456827049,0.437968268917138,0.21352464473696,3.64224363552163e-06
63,CENPU,1.73267709124273e-08,-0.237013062974892,-0.172537525673505,-0.301488600276278,3.70957914391777e-06
64,CENPA,1.90183267951069e-08,-0.1946654504309,-0.152627832527542,-0.236703068334257,4.00811237206879e-06
65,RAD51AP1,1.97653008522316e-08,-0.184977528229243,-0.136348918853032,-0.233606137605453,4.10145196761385e-06
66,ISL1,2.43893914122249e-08,0.42120188065525,0.550224843497541,0.292178917812958,4.98430471769832e-06
67,FAM64A,2.66674759090431e-08,-0.13430627702918,-0.102635184483279,-0.165977369575081,5.36852112031601e-06
68,GTSE1,3.15145962428376e-08,-0.210283573494776,-0.157008330728514,-0.263558816261039,6.16041846555643e-06
