index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
ARL6IP1	ARL6IP1	3.489494526183429e-145	2.07722060625192	2.20623824038221	1.94820297212163	4.706630216916209e-141	ARL6IP1	2.07722060625192	3.489494526183429e-145	1.7056348	479.8765556899643
CENPF	CENPF	3.865645919721379e-70	1.9452497229033703	2.19027318579726	1.7002262600094802	2.6069916082601e-66	CENPF	1.9452497229033703	3.865645919721379e-70	0.5810822	230.58425714457047
UBE2C	UBE2C	3.5912413496593595e-68	2.32836102699348	2.5562496835245003	2.10047237046247	1.6146221108068498e-64	UBE2C	2.32836102699348	3.5912413496593595e-68	0.927486	224.04662783964545
PTTG1	PTTG1	1.5859108066630095e-67	1.61857518025289	1.7811843943770098	1.45596596612877	5.347691240067679e-64	PTTG1	1.61857518025289	1.5859108066630095e-67	1.4167877	221.90387072285742
UBE2S	UBE2S	8.415785696752288e-59	1.4339730441156102	1.5973675067084598	1.27057858152276	2.2702423495558998e-55	UBE2S	1.4339730441156102	8.415785696752288e-59	3.0963907	192.92065963067392
CALM2	CALM2	2.6372815883961893e-55	1.07487109939195	1.2016406700660602	0.9481015287178319	5.928609010714639e-52	CALM2	1.07487109939195	2.6372815883961893e-55	3.156299	181.30699359963353
CDC20	CDC20	4.942464631806589e-54	1.4016448606192198	1.61121418988189	1.19207553135654	9.523423279115339e-51	CDC20	1.4016448606192198	4.942464631806589e-54	0.3604941	177.07888648182748
TPX2	TPX2	1.8368241613813598e-52	1.28320170236613	1.4609330077286597	1.1054703970036002	3.09688553608898e-49	TPX2	1.28320170236613	1.8368241613813598e-52	0.4190904	171.8630474098412
CKS2	CKS2	1.1287293485998498e-51	1.2898565271334599	1.4449110990544798	1.13480195521244	1.69158905043497e-48	CKS2	1.2898565271334599	1.1287293485998498e-51	1.521803	169.24363324707107
KPNA2	KPNA2	1.0810604741538498e-49	1.1968950503679598	1.42968220459664	0.9641078961392758	1.45813436753871e-46	KPNA2	1.1968950503679598	1.0810604741538498e-49	1.0130613	162.66202942028278
MZT1	MZT1	1.30633402450453e-49	1.14813334205615	1.30671395360976	0.9895527305025409	1.6018030293197297e-46	MZT1	1.14813334205615	1.30633402450453e-49	0.8697617	162.38895281394284
