index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
GRP	GRP	2.618879995979859e-96	1.93989809902179	2.09125153705692	1.7885446609866598	3.532345338577629e-92	GRP	1.93989809902179	2.618879995979859e-96	1.5340456	317.51614715609287
SEC11C	SEC11C	3.347474264283559e-88	1.2354486891618899	1.34655126564041	1.12434611268337	2.2575366438328297e-84	SEC11C	1.2354486891618899	3.347474264283559e-88	4.280257	290.58659938607923
IGFBP2	IGFBP2	6.93248036009568e-29	0.9453513144494119	1.14225068955799	0.748451939340836	2.33763237742426e-25	IGFBP2	0.9453513144494119	6.93248036009568e-29	1.788465	93.54254312765703
SCGN	SCGN	1.4773233626767498e-21	0.728748849849984	0.8649613653708531	0.592536334329115	2.2140152795315598e-18	SCGN	0.728748849849984	1.4773233626767498e-21	1.3837999	69.19750434888113
CHGA	CHGA	6.62132095302949e-20	0.719268418252755	0.8562165074942242	0.5823203290112859	7.054371435221641e-17	CHGA	0.719268418252755	6.62132095302949e-20	2.0814047	63.71144283444957
BIK	BIK	2.61501297629961e-18	0.636439600538228	0.7712687547589591	0.5016104463174971	1.8563839486489003e-15	BIK	0.636439600538228	2.61501297629961e-18	0.7816044	58.407887602495855
CCDC88A	CCDC88A	4.82000053219869e-17	0.6248261078650861	0.751663371958837	0.497988843771335	2.6004866871318397e-14	CCDC88A	0.6248261078650861	4.82000053219869e-17	1.7220638	54.20374430733524
MS4A8	MS4A8	7.1047276577585395e-16	0.6582249560735961	0.807759857023775	0.508690055123418	2.99464270774522e-13	MS4A8	0.6582249560735961	7.1047276577585395e-16	0.92323285	50.32207016983202
ASRGL1	ASRGL1	1.44707533917243e-16	-0.609177672148163	-0.47667386157898	-0.741681482717347	6.97076863384204e-14	ASRGL1	-0.609177672148163	1.44707533917243e-16	1.3448122	-52.61770948325214
PHGDH	PHGDH	5.9062290382237e-18	-0.6643886562246	-0.534022248693776	-0.7947550637554229	3.79348653655054e-15	PHGDH	-0.6643886562246	5.9062290382237e-18	1.3855807	-57.23246840400616
HMGB2	HMGB2	8.03330284465842e-19	-0.796237881374557	-0.6373632674701899	-0.955112495278923	6.73328227257041e-16	HMGB2	-0.796237881374557	8.03330284465842e-19	1.9024807	-60.1106405376671
HMGB1	HMGB1	6.79914210096985e-20	-0.606979717969746	-0.476680618286774	-0.7372788176527171	7.054371435221641e-17	HMGB1	-0.606979717969746	6.79914210096985e-20	2.953507	-63.67320917561327
MLLT11	MLLT11	2.0654158828469196e-21	-0.733461595721727	-0.597498034298109	-0.8694251571453442	2.78583294278393e-18	MLLT11	-0.733461595721727	2.0654158828469196e-21	1.6142184	-68.71405768715893
CKB	CKB	2.1790685835072796e-22	-0.614641354535624	-0.485387557083553	-0.7438951519876941	4.1987538649066e-19	CKB	-0.614641354535624	2.1790685835072796e-22	2.2487416	-71.95870648329911
TUBB	TUBB	4.8875687301886497e-26	-0.611211183314291	-0.502401219177	-0.7200211474515821	1.09872545054641e-22	TUBB	-0.611211183314291	4.8875687301886497e-26	3.5305076	-84.08101347697774
UBE2S	UBE2S	4.5308753117564396e-27	-0.8631965697118671	-0.711114036393598	-1.01527910303014	1.2222489240994197e-23	UBE2S	-0.8631965697118671	4.5308753117564396e-27	3.0963907	-87.5122687730686
TUBA1B	TUBA1B	1.0637513232818397e-32	-0.8246003868575691	-0.6943315253854611	-0.954869248329678	4.7826259494751393e-29	TUBA1B	-0.8246003868575691	1.0637513232818397e-32	4.8074217	-106.21253810980426
