index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
HMGN2	HMGN2	7.305981752607079e-85	0.835122089380993	0.9159213729432242	0.754322805818761	9.854308187916427e-81	HMGN2	0.835122089380993	7.305981752607079e-85	4.4182673	279.49480991499115
TUBA1B	TUBA1B	1.1315247671484698e-47	0.7855098053814571	0.885937389468191	0.6850822212947221	7.631003029649251e-44	TUBA1B	0.7855098053814571	1.1315247671484698e-47	4.8074217	155.95235229662026
HIST1H4C	HIST1H4C	4.42480089409735e-46	1.2299580906827199	1.3911939670701299	1.0687222142953001	1.98939048198617e-42	HIST1H4C	1.2299580906827199	4.42480089409735e-46	2.427224	150.663079826134
HMGB1	HMGB1	6.078006902381299e-40	0.644982757772169	0.736252168920218	0.55371334662412	2.04950392748298e-36	HMGB1	0.644982757772169	6.078006902381299e-40	2.953507	130.2735254822622
HMGB2	HMGB2	2.25717612290128e-37	0.921770976201285	1.0515969534867902	0.791944998915779	6.088958309138479e-34	HMGB2	0.921770976201285	2.25717612290128e-37	1.9024807	121.73682051732575
SMC4	SMC4	3.0656595769789696e-35	0.902086694255943	1.03401855812211	0.7701548303897808	6.89160272904873e-32	SMC4	0.902086694255943	3.0656595769789696e-35	1.2078692	114.65128581775687
UBE2S	UBE2S	2.5089933124839804e-31	0.68722917014123	0.8057616879624321	0.568696652320028	4.8344716855405595e-28	UBE2S	0.68722917014123	2.5089933124839804e-31	3.0963907	101.6526623161414
CALM3	CALM3	9.524287827955841e-31	0.607734906801404	0.708045236839691	0.507424576763117	1.60579492779336e-27	CALM3	0.607734906801404	9.524287827955841e-31	1.3796705	99.72815972139453
UBE2T	UBE2T	6.509275374887329e-29	0.735345809031208	0.870661569577743	0.6000300484846739	8.77971062564804e-26	UBE2T	0.735345809031208	6.509275374887329e-29	0.9195667	93.6334178030036
CCDC34	CCDC34	1.02109552980872e-25	0.6759596908642541	0.8034872577411121	0.548432123987397	8.10149206238823e-23	CCDC34	0.6759596908642541	1.02109552980872e-25	1.1259642	83.01808452660094
HIST1H1C	HIST1H1C	1.9006011802241998e-25	0.814358289488668	0.9944733159321579	0.634243263045178	1.42418381771467e-22	HIST1H1C	0.814358289488668	1.9006011802241998e-25	0.9668817	82.12174654176337
UBE2C	UBE2C	7.943446715434078e-25	0.7870736217940308	0.9596635554040172	0.6144836881840439	5.63901101567236e-22	UBE2C	0.7870736217940308	7.943446715434078e-25	0.927486	80.05843723379638
ASF1B	ASF1B	1.46028202330874e-24	0.6227366918538559	0.7639377886910899	0.48153559501662296	9.43879840262906e-22	ASF1B	0.6227366918538559	1.46028202330874e-24	0.5320592	79.18002725453607
TOP2A	TOP2A	7.19983627666211e-24	0.7076588862565341	0.871528557622797	0.543789214890272	4.41415416816448e-21	TOP2A	0.7076588862565341	7.19983627666211e-24	0.78251845	76.87831017706581
PTTG1	PTTG1	9.50995145882657e-23	0.7015281364193671	0.8350804083543579	0.5679758644843771	4.7602949780475095e-20	PTTG1	0.7015281364193671	9.50995145882657e-23	1.4167877	73.15490820518143
CKS1B	CKS1B	9.52906023185667e-23	0.7425122848868629	0.8954172860283829	0.589607283745343	4.7602949780475095e-20	CKS1B	0.7425122848868629	9.52906023185667e-23	0.94271874	73.15201224169417
NUSAP1	NUSAP1	1.3489517906729999e-21	0.5882884865016229	0.719876270988027	0.456700702015218	5.35137110370512e-19	NUSAP1	0.5882884865016229	1.3489517906729999e-21	0.6225621	69.3286512029843
PRC1	PRC1	1.0064080111603599e-19	0.626828683552846	0.7682403214056059	0.48541704570008704	2.9509633162023704e-17	PRC1	0.626828683552846	1.0064080111603599e-19	0.74571896	63.10741849141307
TYMS	TYMS	1.2236400207851399e-18	0.6531800747233809	0.802049717785874	0.504310431660888	2.94722439291964e-16	TYMS	0.6531800747233809	1.2236400207851399e-18	1.1452651	59.50352650991927
IGFBP5	IGFBP5	2.26483422590015e-12	-0.627635791890175	-0.452559259636468	-0.802712324143881	2.3498526183800903e-10	IGFBP5	-0.627635791890175	2.26483422590015e-12	2.3373969	-38.68373168229482
MYLIP	MYLIP	1.0298600715430101e-12	-0.697994361107531	-0.496012926495485	-0.8999757957195771	1.12932948333107e-10	MYLIP	-0.697994361107531	1.0298600715430101e-12	1.6759448	-39.82068880881734
GRP	GRP	3.28756955863916e-14	-0.644117610406062	-0.490205423189293	-0.7980297976228309	4.3051202142645696e-12	GRP	-0.644117610406062	3.28756955863916e-14	1.5340456	-44.78997190904714
SYT1	SYT1	2.35180311650917e-14	-0.6035540595200161	-0.441133229459055	-0.765974889580978	3.17211204354757e-12	SYT1	-0.6035540595200161	2.35180311650917e-14	1.3492678	-45.27322603981554
MIAT	MIAT	9.879624611880691e-21	-0.6188747830809941	-0.508702377037244	-0.729047189124745	3.17277087535826e-18	MIAT	-0.6188747830809941	9.879624611880691e-21	1.0005277	-66.45603376670186
