index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
TREM1	TREM1	6.581657810399517e-258	0.7474412130031071	0.7943261924485269	0.700556233557688	4.857562630338957e-255	TREM1	0.7474412130031071	6.581657810399517e-258	0.6794052	854.3389974602616
AKAP12	AKAP12	1.4082953015455594e-254	0.8713941945056771	0.9238590235747701	0.818929365436583	9.941952526606594e-252	AKAP12	0.8713941945056771	1.4082953015455594e-254	0.8809099	843.2757862209619
SOX4	SOX4	3.583362652302519e-223	0.7250960587860601	0.7676212611976441	0.6825708563744761	2.006312392601239e-220	SOX4	0.7250960587860601	3.583362652302519e-223	1.5286998	738.9486511017636
S100A10	S100A10	1.7420671302319893e-204	0.6272603736807341	0.6682443951093779	0.58627635225209	8.319395292228497e-202	S100A10	0.6272603736807341	1.7420671302319893e-204	0.9139799	676.8725311380296
NUPR1	NUPR1	2.581694610571499e-170	0.654069152718428	0.704782968405582	0.6033553370312739	9.980708426630827e-168	NUPR1	0.654069152718428	2.581694610571499e-170	0.95915204	563.3594577769421
GDF15	GDF15	2.6096214586548795e-160	0.792143037237032	0.8531772703302242	0.7311088041438392	9.211396440038965e-158	GDF15	0.792143037237032	2.6096214586548795e-160	1.4364057	530.1246546316305
PAEP	PAEP	6.689627830014178e-114	0.617910891901146	0.6837117636727479	0.5521100201295439	1.2484998514475897e-111	PAEP	0.617910891901146	6.689627830014178e-114	0.50355107	375.95787686679006
CRYM	CRYM	3.537077941916089e-141	-0.5975415538505071	-0.5531699453515749	-0.641913162349439	9.734158397100257e-139	CRYM	-0.5975415538505071	3.537077941916089e-141	1.7863307	-466.56930336896335
DPH6-AS1	DPH6-AS1	3.215137601188099e-152	-0.661220786399779	-0.616728384439748	-0.7057131883598109	1.0653916169487996e-149	DPH6-AS1	-0.661220786399779	3.215137601188099e-152	1.519852	-503.2481899396638
TPH1	TPH1	5.525517224325768e-172	-0.640841480865804	-0.5961885806583149	-0.685494381073293	2.188239589545789e-169	TPH1	-0.640841480865804	5.525517224325768e-172	2.1036954	-568.9055228041685
DLL3	DLL3	1.4892035067900894e-231	-0.63530335204856	-0.5969399561304979	-0.6736667479666221	9.300075899904098e-229	DLL3	-0.63530335204856	1.4892035067900894e-231	1.7678359	-766.7908490004031
CYBA	CYBA	5.8533023509873375e-251	-0.626547016916517	-0.5905288286385699	-0.6625652051944639	3.960002928040888e-248	CYBA	-0.626547016916517	5.8533023509873375e-251	2.032186	-831.2547010140544
PON3	PON3	6.825380102228426e-265	-0.611686038893636	-0.575620130329178	-0.647751947458095	5.541184835994147e-262	PON3	-0.611686038893636	6.825380102228426e-265	2.6053061	-877.5400357538687
CYB5A	CYB5A	3.668658078449858e-276	-0.615652387079898	-0.581542464895215	-0.649762309264581	3.309333401099468e-273	CYB5A	-0.615652387079898	3.668658078449858e-276	2.4743402	-914.9769017382671
TFF3	TFF3	1.4048984785873e-309	-0.773187063814111	-0.7337837563662709	-0.8125903712619509	1.6293811854872888e-306	TFF3	-0.773187063814111	1.4048984785873e-309	5.665033	-1025.9853154386672
SMIM22	SMIM22	1.6289139e-316	-0.614255921298168	-0.5827055890177341	-0.6458062535786021	2.03451343763e-313	SMIM22	-0.614255921298168	1.6289139e-316	2.754105	-1049.0253676521445
SEC11C	SEC11C	0.0	-1.4849472801949	-1.45015098374284	-1.51974357664696	0.0	SEC11C	-1.4849472801949	1.3499e-319	6.0022345	-1059.262224526117
ADIRF	ADIRF	0.0	-0.623114844794881	-0.5926344091531329	-0.6535952804366301	0.0	ADIRF	-0.623114844794881	1.3499e-319	4.6170278	-1059.262224526117
PHGR1	PHGR1	0.0	-1.13158012061312	-1.08570332683529	-1.17745691439095	0.0	PHGR1	-1.13158012061312	1.3499e-319	2.4035609	-1059.262224526117
MDK	MDK	0.0	-0.7084478906146251	-0.6785119470829829	-0.7383838341462671	0.0	MDK	-0.7084478906146251	1.3499e-319	4.958632	-1059.262224526117
GRP	GRP	0.0	-1.4465453922791103	-1.39694106713926	-1.49614971741897	0.0	GRP	-1.4465453922791103	1.3499e-319	5.0274534	-1059.262224526117
CHGA	CHGA	0.0	-0.824025786453724	-0.791253101227397	-0.856798471680051	0.0	CHGA	-0.824025786453724	1.3499e-319	6.6028957	-1059.262224526117
CALCA	CALCA	0.0	-0.755843293770949	-0.7183729648719591	-0.7933136226699391	0.0	CALCA	-0.755843293770949	1.3499e-319	4.78598	-1059.262224526117
NAXE	NAXE	0.0	-1.0277437680838	-0.992279547109932	-1.06320798905768	0.0	NAXE	-1.0277437680838	1.3499e-319	3.0559978	-1059.262224526117
