,primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr
1,IFI27,0,2.67691466448057,2.75193947521293,2.60188985374821,0
2,IFI6,0,1.92129281950427,2.00665216519942,1.83593347380912,0
3,ISG15,0,1.59506643717548,1.67287076661876,1.51726210773219,0
4,BST2,7.27628788975941e-314,1.46483460931233,1.53902759520694,1.39064162341771,2.95362716165061e-310
5,IFITM3,2.93854098220917e-209,1.31586118021134,1.40135588326376,1.23036647715892,9.54261798562606e-206
6,LY6E,9.00321591283147e-151,0.772044000901756,0.827294769490782,0.71679323231273,2.43642027961074e-147
7,IFI35,2.9916381670542e-133,0.486673107160021,0.552730030749779,0.420616183570263,6.93931841692272e-130
8,IFIT1,1.99530921725189e-117,0.680156466485488,0.76819505797622,0.592117874994755,4.04972947006486e-114
9,MX1,4.1376496372247e-107,0.500578643532982,0.573971429422179,0.427185857643784,7.46477968440193e-104
10,OAS1,6.55031129271703e-107,0.373154782004228,0.43847307183955,0.307836492168906,1.06357404459846e-103
11,UBE2L6,7.76692220052934e-104,0.495643823972557,0.562211104843566,0.429076543101548,1.14646832518177e-100
12,STAT1,4.25145545330186e-100,0.511880055347594,0.578822222405979,0.444937888289209,5.75257351627186e-97
13,LGALS3BP,4.98239964852416e-73,0.493665536765366,0.545837786957918,0.441493286572814,6.22301716100668e-70
14,IFIT3,6.90960088455663e-72,0.494597649201234,0.58077370864202,0.408421589760447,8.01365639732471e-69
15,IRF7,3.97987456961444e-64,0.374861519932415,0.441128158969423,0.308594880895407,4.30808155912198e-61
16,PSME2,7.03070862783433e-54,0.459716886478746,0.518671524573292,0.400762248384201,7.13485099938413e-51
17,PSME1,8.62452540264431e-50,0.394459680017918,0.444732969692344,0.344186390343491,8.23743640957269e-47
18,RSAD2,4.96093661889317e-49,0.18877573611064,0.23650287461926,0.14104859760202,4.47504043783158e-46
19,OAS2,2.56653261068814e-47,0.112267982849164,0.145827492624284,0.0787084730740434,2.19330473682859e-44
20,OAS3,2.1983124604318e-40,0.143868849966884,0.180752860774664,0.106984839159105,1.78469997100156e-37
21,PSMB9,2.71534090459893e-40,0.40370728640453,0.468479824591029,0.33893474821803,2.09947572704632e-37
22,ISG20,5.93538155994884e-39,0.319024952455815,0.382690715996399,0.25535918891523,4.38058138131315e-36
23,HLA-E,7.17730209708743e-38,0.418781412340684,0.487997236598189,0.349565588083179,5.06686322393081e-35
24,PLSCR1,2.36895442319376e-37,0.261519090016904,0.31908211789115,0.203956062142659,1.60269637372488e-34
25,RARRES3,2.86978968494942e-36,0.244451127469705,0.295841769503924,0.193060485435486,1.86387100458095e-33
26,MX2,2.4948392639685e-35,0.214765954458345,0.271693510283942,0.157838398632747,1.55802712034833e-32
27,RTP4,7.00465752102729e-35,0.127560234965397,0.161020061984613,0.0941004079461813,4.21239348773778e-32
28,TAP1,1.50677321101295e-34,0.344783129266921,0.405139149828427,0.284427108705415,8.73767022400617e-32
29,C19ORF66,1.86148792415577e-34,0.223898791425205,0.273588419504666,0.174209163345744,1.04224066981094e-31
30,CMPK2,4.50058650815478e-33,0.128960969395635,0.16340198513461,0.0945199536566586,2.43586743776364e-30
31,B2M,1.25100068197292e-32,0.287712649033701,0.334257191522003,0.2411681065454,6.55241873328848e-30
32,LAP3,1.15394231583377e-28,0.227181653413464,0.284561282457074,0.169802024369855,5.8551754319353e-26
33,EIF2AK2,7.10448800741746e-28,0.18651952587119,0.233708940547384,0.139330111194996,3.49562338716476e-25
34,RNF213,4.62748056075173e-27,0.208316644643689,0.257951006816714,0.158682282470664,2.20989417249782e-24
35,DDX60,8.92897220206299e-27,0.0828013663779998,0.108604854953627,0.0569978778023728,4.14227776128276e-24
36,USP18,1.77517981722501e-26,0.197128261526411,0.258503459324378,0.135753063728444,8.00655408118959e-24
37,SP100,9.31471995323039e-25,0.15427146066655,0.193819826435695,0.114723094897405,4.08765156434059e-22
38,PARP9,4.83745581701325e-24,0.128041137275125,0.162397048317727,0.0936852262325228,2.06699395002221e-21
39,CD74,3.0053003094153e-23,0.228550562052855,0.285963842487752,0.171137281617958,1.25120669548657e-20
