index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
VIM	VIM	1.18102650998884e-128	3.9891743507573905	4.2410274650808	3.73732123643398	1.7774448975332094e-124	VIM	3.9891743507573905	1.18102650998884e-128	0.3143958	424.9667547969352
IGFBP2	IGFBP2	3.5003974162552505e-41	1.8459238498119301	2.08977929645802	1.60206840316583	1.7560327038213798e-37	IGFBP2	1.8459238498119301	3.5003974162552505e-41	1.6110761	134.3915331632066
NDRG1	NDRG1	5.36041157304707e-40	1.8551662493621102	2.11420089998383	1.59613159874039	2.0168548543589597e-36	NDRG1	1.8551662493621102	5.36041157304707e-40	0.8706091	130.4547800202595
EIF1	EIF1	7.679399379626878e-27	0.6682867603937691	0.786457803404442	0.5501157173830961	2.1902901111484998e-23	EIF1	0.6682867603937691	7.679399379626878e-27	4.543837	86.75106508251217
CEBPB	CEBPB	8.73205359926312e-27	1.11068815795189	1.3029277843942	0.9184485315095698	2.1902901111484998e-23	CEBPB	1.11068815795189	8.73205359926312e-27	0.935401	86.56573757602384
PGM2L1	PGM2L1	1.52189895603616e-26	0.896517800599894	1.06149838625115	0.7315372149486411	3.27208275547775e-23	PGM2L1	0.896517800599894	1.52189895603616e-26	0.73747104	85.76425789040125
NDUFA4L2	NDUFA4L2	4.0489170282652206e-25	1.4858403598416499	1.73129344166542	1.2403872780178702	5.078016772949289e-22	NDUFA4L2	1.4858403598416499	4.0489170282652206e-25	0.99340373	81.0306662930464
SARS	SARS	6.360793721566229e-25	0.811447981016251	0.9543005606369109	0.668595401395592	7.36384196227475e-22	SARS	0.811447981016251	6.360793721566229e-25	1.073457	80.37899557102665
ALDOA	ALDOA	7.57223429976037e-25	0.8919438615794879	1.05764983647066	0.7262378866883199	8.1401518722424e-22	ALDOA	0.8919438615794879	7.57223429976037e-25	4.402051	80.12748332064155
P4HA1	P4HA1	1.02752065607381e-24	1.17278732157987	1.38257728397338	0.962997359186368	1.03094572492739e-21	P4HA1	1.17278732157987	1.02752065607381e-24	1.0595942	79.68710688084403
VEGFA	VEGFA	5.877495961358629e-24	1.18995236085971	1.38997011770289	0.9899346040165401	5.203312601085139e-21	VEGFA	1.18995236085971	5.877495961358629e-24	1.6687447	77.17107263474632
TRIB3	TRIB3	1.10822713471488e-21	0.8039899526430601	1.03379232096352	0.574187584322605	7.94229446545665e-19	TRIB3	0.8039899526430601	1.10822713471488e-21	0.28914082	69.61223639595481
GAPDH	GAPDH	2.95111362116013e-19	0.5961421327282629	0.721703929409991	0.47058033604653404	1.8505941666025e-16	GAPDH	0.5961421327282629	2.95111362116013e-19	6.8782134	61.555374335655316
CA9	CA9	3.4809175329492696e-19	1.2755172189111499	1.51950295407314	1.03153148374917	2.09551235483546e-16	CA9	1.2755172189111499	3.4809175329492696e-19	1.19584	61.31716616754418
IGFBP5	IGFBP5	2.87667395264565e-18	0.6211869048758749	0.866991836801963	0.3753819729497871	1.54127012357552e-15	IGFBP5	0.6211869048758749	2.87667395264565e-18	0.07211303	58.270303995257315
DDIT3	DDIT3	2.96988927466379e-18	0.908572456174231	1.13138008324124	0.6857648291072221	1.54127012357552e-15	DDIT3	0.908572456174231	2.96988927466379e-18	1.083663	58.22429656343511
EPB41L4A-AS1	EPB41L4A-AS1	1.08114226525547e-17	0.822507613568413	1.00032586625715	0.6446893608796711	5.08474721627962e-15	EPB41L4A-AS1	0.822507613568413	1.08114226525547e-17	2.1902769	56.360221236290066
SLC16A3	SLC16A3	3.20203283373727e-17	0.834109941418313	1.02988889313284	0.638330989703785	1.30244849047962e-14	SLC16A3	0.834109941418313	3.20203283373727e-17	0.4749339	54.79378951171847
PGK1	PGK1	5.846245686851961e-17	0.807351574284461	0.9894151725730799	0.6252879759958411	2.12863938165633e-14	PGK1	0.807351574284461	5.846245686851961e-17	3.7389688	53.925267153808626
ENO1	ENO1	5.94038897206419e-17	0.707830062250606	0.8689265234273249	0.5467336010738879	2.12863938165633e-14	ENO1	0.707830062250606	5.94038897206419e-17	4.8529363	53.90222021241346
BNIP3	BNIP3	8.140831270054651e-17	1.1397427351654799	1.39538830166536	0.8840971686655891	2.7226557914293897e-14	BNIP3	1.1397427351654799	8.140831270054651e-17	2.710342	53.44760149574917
NUPR1	NUPR1	2.5626461939059898e-15	0.704467628693607	0.973442792881981	0.43549246450523293	7.562318670252e-13	NUPR1	0.704467628693607	2.5626461939059898e-15	0.15488765	48.47128711344085
GPI	GPI	1.27330115118634e-14	0.7306677689452871	0.9084481288397671	0.552887409050807	3.48421496824625e-12	GPI	0.7306677689452871	1.27330115118634e-14	2.3778179	46.158419653928185
FAM162A	FAM162A	2.14872114187365e-14	0.747133290402657	0.9312550357642799	0.5630115450410339	5.7746880687854405e-12	FAM162A	0.747133290402657	2.14872114187365e-14	2.1962745	45.40351506452211
GOLGA8A	GOLGA8A	1.8410967128053699e-13	0.7436194460462651	0.917961671432683	0.569277220659847	4.26284700426473e-11	GOLGA8A	0.7436194460462651	1.8410967128053699e-13	1.1816801	42.30449982009072
BNIP3L	BNIP3L	3.1681761515535305e-13	0.642133882459055	0.8049787145557041	0.479289050362406	7.11657478819114e-11	BNIP3L	0.642133882459055	3.1681761515535305e-13	1.841641	41.52141268160693
TXNIP	TXNIP	4.626270221216051e-13	0.9883613053540861	1.22541019924236	0.751312411465815	1.00906328738118e-10	TXNIP	0.9883613053540861	4.626270221216051e-13	1.1625396	40.97521569704224
FILIP1L	FILIP1L	9.008623129133779e-13	0.7441763830356508	0.9824125507379229	0.5059402153333801	1.7839444485981997e-10	FILIP1L	0.7441763830356508	9.008623129133779e-13	0.46256846	40.01375861102222
VMP1	VMP1	2.2342107985337405e-12	0.60397382823725	0.770322141784613	0.437625514689886	3.90986889743404e-10	VMP1	0.60397382823725	2.2342107985337405e-12	1.239996	38.70337182764718
