index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
IFI27	IFI27	2.3315211563844497e-53	0.8421220687455531	0.9454157921680642	0.738828345323042	3.5089393403586e-49	IFI27	0.8421220687455531	2.3315211563844497e-53	5.75882	174.84091750817828
IFITM3	IFITM3	8.22273255675978e-37	0.5889254743119631	0.677100039167428	0.500750909456499	3.0938031244808695e-33	IFITM3	0.5889254743119631	8.22273255675978e-37	3.3138325	119.87172160464135
IFI6	IFI6	2.0125663441967897e-35	0.660953840952972	0.7606992207179141	0.56120846118803	4.3270176400231e-32	IFI6	0.660953840952972	2.0125663441967897e-35	3.5900512	115.25844697864231
HIST1H4C	HIST1H4C	1.1114103090015699e-21	-0.587067237596338	-0.47066232940575803	-0.703472145786918	2.7877875250789497e-19	HIST1H4C	-0.587067237596338	1.1114103090015699e-21	2.3060555	-69.60809846530405
CKS1B	CKS1B	1.55779363733679e-29	-0.5947953229421259	-0.49718289457458004	-0.6924077513096709	1.2339365390483499e-26	CKS1B	-0.5947953229421259	1.55779363733679e-29	1.7660115	-95.69641062109999
CENPF	CENPF	7.219737432030941e-30	-0.6982560124070201	-0.603741336664518	-0.7927706881495219	6.79106552200411e-27	CENPF	-0.6982560124070201	7.219737432030941e-30	1.4615079	-96.80589647659914
TPX2	TPX2	2.6990769176708997e-31	-0.5944962050896371	-0.514785241200739	-0.674207168978535	3.3850923009122595e-28	TPX2	-0.5944962050896371	2.6990769176708997e-31	1.2136904	-101.54730485052741
UBE2C	UBE2C	1.61109409076746e-31	-0.692974975932236	-0.60802707378665	-0.777922878077821	2.20426964236821e-28	UBE2C	-0.692974975932236	1.61109409076746e-31	1.2853428	-102.2917301890406
TOP2A	TOP2A	1.4882537928103099e-31	-0.586199672921393	-0.5151693027238761	-0.657230043118909	2.20426964236821e-28	TOP2A	-0.586199672921393	1.4882537928103099e-31	1.1116568	-102.40615037043355
HMGB2	HMGB2	1.38586562843045e-35	-0.6863624405148271	-0.5803114558127529	-0.7924134252169008	3.47621295131304e-32	HMGB2	-0.6863624405148271	1.38586562843045e-35	3.12194	-115.79669593847056
