index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
EIF1	EIF1	1.1778219247467194e-216	0.607025994205085	0.6430720854656129	0.570979902944557	1.8299819244789792e-212	EIF1	0.607025994205085	1.1778219247467194e-216	4.156308	717.3003470615145
ARG2	ARG2	4.910825089160398e-163	0.827043351710788	0.8972132871091201	0.756873416312456	2.543316313676169e-159	ARG2	0.827043351710788	4.910825089160398e-163	0.9306041	539.1783140282434
CEBPB	CEBPB	1.4580760524999396e-155	0.825411176836266	0.886224733505822	0.7645976201667092	5.663531906922888e-152	CEBPB	0.825411176836266	1.4580760524999396e-155	0.9073432	514.3547887356794
ATF5	ATF5	9.123449451857207e-139	0.8824957535483059	0.9583100615294879	0.806681445567123	2.0250147733357895e-135	ATF5	0.8824957535483059	9.123449451857207e-139	1.2989209	458.5584257984846
SLC3A2	SLC3A2	8.862202380288697e-122	0.6634955724423841	0.7238289803326009	0.603162164552166	1.3769203838254598e-118	SLC3A2	0.6634955724423841	8.862202380288697e-122	0.977691	402.1275623031801
HERPUD1	HERPUD1	1.0299088803682697e-115	0.713126627643598	0.778808795011944	0.647444460275252	1.3334745228568197e-112	HERPUD1	0.713126627643598	1.0299088803682697e-115	0.9001448	381.9792142092556
TUBA1B	TUBA1B	1.1316608745914898e-58	-0.630664959203213	-0.5560860389115021	-0.705243879494925	4.508362822699489e-56	TUBA1B	-0.630664959203213	1.1316608745914898e-58	2.65073	-192.49338781371185
METRN	METRN	3.725592283556939e-65	-0.6274145127563261	-0.5593080618467621	-0.69552096366589	1.6079035363784496e-62	METRN	-0.6274145127563261	3.725592283556939e-65	1.7760584	-214.0278563685131
IGFBP2	IGFBP2	5.5214540497024284e-83	-0.6737001781782069	-0.603191118434677	-0.7442092379217379	4.0850872176298394e-80	IGFBP2	-0.6737001781782069	5.5214540497024284e-83	3.7179782	-273.2549836314639
STMN1	STMN1	1.5742829287242295e-119	-0.648724571573569	-0.594970188137208	-0.70247895500993	2.223603078508029e-116	STMN1	-0.648724571573569	1.5742829287242295e-119	3.7541013	-394.6547484475828
HES6	HES6	4.0606332134143885e-148	-0.988634387143843	-0.914315917674111	-1.06295285661358	1.2618011647363896e-144	HES6	-0.988634387143843	4.0606332134143885e-148	3.815259	-489.6236533251258
HMGN2	HMGN2	2.930496668303649e-169	-0.67709063239503	-0.630981634214444	-0.7231996305756159	2.276556336771689e-165	HMGN2	-0.67709063239503	2.930496668303649e-169	4.228665	-559.8547028388339
