index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
GRP	GRP	2.20159496009137e-39	1.4196817130070098	1.62169001681925	1.21767340919477	3.42942446933433e-35	GRP	1.4196817130070098	2.20159496009137e-39	4.940826	128.41664662807963
SEC11C	SEC11C	8.438094953202108e-15	0.595382288165854	0.7387044503641079	0.452060125967599	6.57201025430146e-11	SEC11C	0.595382288165854	8.438094953202108e-15	5.807266	46.752004101130865
CALCA	CALCA	1.60299008050623e-10	0.694491943878089	0.89936840278708	0.48961548496909707	8.3232588280152e-07	CALCA	0.694491943878089	1.60299008050623e-10	0.66513336	32.53851545092249
BCAM	BCAM	6.46359306871313e-09	0.5912699967999909	0.7675671204213961	0.414972873178586	1.8056095464756398e-05	BCAM	0.5912699967999909	6.46359306871313e-09	1.314228	27.205016481427126
CHGA	CHGA	8.11405715178113e-09	0.6726960111138609	0.8855447989005101	0.459847223327211	1.8056095464756398e-05	CHGA	0.6726960111138609	8.11405715178113e-09	2.7729554	26.876929389709165
ARC	ARC	1.42262906334439e-07	0.68301571112947	0.9010417528326731	0.46498966942626796	0.000194314954530916	ARC	0.68301571112947	1.42262906334439e-07	1.7103122	22.74493712197809
WFDC2	WFDC2	1.8155619218361898e-07	0.653017638480325	0.8838626486854559	0.42217262827519497	0.000194314954530916	WFDC2	0.653017638480325	1.8155619218361898e-07	2.925367	22.393080528453723
SMC4	SMC4	4.7486377260164393e-07	-0.703086046758531	-0.506997718656954	-0.899174374860109	0.000410941832545323	SMC4	-0.703086046758531	4.7486377260164393e-07	1.4239872	-21.0059829671468
UBE2C	UBE2C	2.7201201996601e-07	-0.8479098276164609	-0.6678512545045611	-1.02796840072836	0.000264820702188159	UBE2C	-0.8479098276164609	2.7201201996601e-07	1.381534	-21.8098262599337
MAD2L1	MAD2L1	1.73368287972083e-07	-0.6425706806331629	-0.48584388829116903	-0.799297472975158	0.000194314954530916	MAD2L1	-0.6425706806331629	1.73368287972083e-07	1.1252221	-22.459656635141165
CENPF	CENPF	1.36720997676627e-07	-0.8859319252844929	-0.705343685241258	-1.06652016532773	0.000194314954530916	CENPF	-0.8859319252844929	1.36720997676627e-07	1.4497468	-22.802261834452676
