index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
HIST1H4C	HIST1H4C	7.341496735949029e-172	1.7719458308360903	1.88573436454119	1.6581572971309901	1.0578362646828997e-167	HIST1H4C	1.7719458308360903	7.341496735949029e-172	4.012471	568.4955581004187
HMGN2	HMGN2	7.140990781671988e-128	0.5958303926359461	0.6430341704392021	0.5486266148326889	5.144726808655588e-124	HMGN2	0.5958303926359461	7.140990781671988e-128	4.9792976	422.37067188972594
HIST1H1C	HIST1H1C	1.38220841786263e-78	1.1377269349491201	1.2627103827905901	1.01274348710764	6.638747030994199e-75	HIST1H1C	1.1377269349491201	1.38220841786263e-78	1.2965504	258.64341623067895
HMGB1	HMGB1	2.1459929115768496e-77	0.607350112282008	0.668218691106306	0.54648153345771	7.73040296572772e-74	HMGB1	0.607350112282008	2.1459929115768496e-77	3.1421335	254.68681799558652
SPC25	SPC25	2.1980807512225397e-69	0.7556382397864542	0.8575580901281621	0.6537183894447449	6.334429108873109e-66	SPC25	0.7556382397864542	2.1980807512225397e-69	0.53686965	228.076794159463
CCDC34	CCDC34	1.1413394766103297e-66	0.7771122564998529	0.8648827306129458	0.6893417823867599	2.74092675307972e-63	CCDC34	0.7771122564998529	1.1413394766103297e-66	1.5640651	219.05652629619922
SMC4	SMC4	4.66314100852865e-63	0.8829290342371149	0.982477851401292	0.7833802170729379	9.598742684555608e-60	SMC4	0.8829290342371149	4.66314100852865e-63	1.5490377	207.06016792197056
BIRC5	BIRC5	1.0509091773733697e-61	0.662261044115077	0.753167356655701	0.571354731574454	1.8928187920966098e-58	BIRC5	0.662261044115077	1.0509091773733697e-61	0.62091905	202.5659757953417
CENPW	CENPW	6.581974134405469e-61	0.860805588502354	0.9618456471858491	0.7597655298188589	1.0537740589183196e-57	CENPW	0.860805588502354	6.581974134405469e-61	1.1050183	199.91909343110444
RRM2	RRM2	4.5051437005210697e-60	0.660062950162693	0.7580237135659971	0.562102186759389	6.49146155808081e-57	RRM2	0.660062950162693	4.5051437005210697e-60	0.496899	197.1441125688405
CKS1B	CKS1B	6.227703118450349e-58	0.9731780464093059	1.08753102810066	0.8588250647179558	8.157724930341008e-55	CKS1B	0.9731780464093059	6.227703118450349e-58	1.3727652	190.0331293322916
DTYMK	DTYMK	3.7824435511224795e-54	0.71461631986469	0.80560314009848	0.6236294996308989	4.1924022406249094e-51	DTYMK	0.71461631986469	3.7824435511224795e-54	1.101441	177.46479857197744
PBK	PBK	9.78313790040446e-52	0.7572343043207941	0.8624564359833491	0.652012172658239	1.00689452862091e-48	PBK	0.7572343043207941	9.78313790040446e-52	0.7242868	169.44996365636194
UBE2T	UBE2T	1.8501314915367003e-50	0.696025819855559	0.7989313772236191	0.593120262487499	1.56814968597367e-47	UBE2T	0.696025819855559	1.8501314915367003e-50	1.3071816	165.20877693554732
NUSAP1	NUSAP1	2.8246889187840593e-50	0.7747171090637149	0.878331778957895	0.671102439169535	2.26116347948664e-47	NUSAP1	0.7747171090637149	2.8246889187840593e-50	0.9047008	164.59831275119052
CENPM	CENPM	1.3503800939072e-49	0.586742858909286	0.6851727444016121	0.48831297341696	1.02408561963731e-46	CENPM	0.586742858909286	1.3503800939072e-49	0.85547423	162.34111110708326
