index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
ARL6IP1	ARL6IP1	0.0	2.14581126164651	2.2358825946488197	2.0557399286442	0.0	ARL6IP1	2.14581126164651	6.485653106175047e-213	1.4629849	704.8734323496235
PTTG1	PTTG1	6.485653106175047e-213	1.6119567115814497	1.7122165613189297	1.51169686184396	4.6725887803438183e-209	PTTG1	1.6119567115814497	6.485653106175047e-213	1.5932492	704.8734323496235
UBE2C	UBE2C	4.694607858812708e-205	2.2817399036990897	2.41353449050055	2.14994531689764	2.2548201545877384e-201	UBE2C	2.2817399036990897	4.694607858812708e-205	1.697914	678.7642547974964
CKS2	CKS2	6.573008833687068e-184	1.5559099615093401	1.6819016426542601	1.42991828036442	2.367762107114929e-180	CKS2	1.5559099615093401	6.573008833687068e-184	1.5199258	608.5182155353378
KPNA2	KPNA2	1.1807751624020093e-178	1.6702008274588898	1.8039641908453798	1.5364374640724001	3.402757863010119e-175	KPNA2	1.6702008274588898	1.1807751624020093e-178	0.94110775	591.0634666102013
CDC20	CDC20	6.847878929884648e-177	1.5995110257190799	1.71875550399308	1.4802665474450702	1.6445181250117994e-173	CDC20	1.5995110257190799	6.847878929884648e-177	0.56344336	585.205615599866
CENPF	CENPF	1.4491620215339294e-172	2.16385074457027	2.31069708915882	2.01700439998171	2.9829965097546293e-169	CENPF	2.16385074457027	1.4491620215339294e-172	1.1530007	570.8364134182117
CCNB1	CCNB1	4.994535261192538e-153	1.3014718412752901	1.42877061593438	1.1741730666162098	8.995782322315406e-150	CCNB1	1.3014718412752901	4.994535261192538e-153	0.4096546	505.9346480754976
HN1	HN1	4.5386021563670175e-152	1.087639838471	1.1650426745621898	1.01023700237982	7.266302052343598e-149	HN1	1.087639838471	4.5386021563670175e-152	2.1804733	502.75082239245563
UBE2S	UBE2S	1.1093751642489695e-151	1.41056706557818	1.51073292496753	1.3104012061888302	1.5984986741663294e-148	UBE2S	1.41056706557818	1.1093751642489695e-151	3.2525816	501.4613949948882
CCNB2	CCNB2	1.0861949323188597e-150	1.25749895117714	1.3720424184231397	1.1429554839311398	1.4228166163438594e-147	CCNB2	1.25749895117714	1.0861949323188597e-150	0.42108542	498.169931195659
TUBA1C	TUBA1C	1.2181382087922096e-149	1.3526968551026397	1.4833937178228798	1.2219999923823999	1.4626794542072494e-146	TUBA1C	1.3526968551026397	1.2181382087922096e-149	1.1511695	494.6826083088913
CALM2	CALM2	4.480050064497259e-149	1.0867895299605301	1.1621417092018702	1.0114373507191898	4.965618567641618e-146	CALM2	1.0867895299605301	4.480050064497259e-149	3.32159	492.803771283747
CENPA	CENPA	6.132745382378078e-146	1.37961182654943	1.49780617174304	1.26141748135582	6.311909158191839e-143	CENPA	1.37961182654943	6.132745382378078e-146	0.47637844	482.38496879874555
TROAP	TROAP	1.7359598415173095e-142	1.3763057534857	1.4875274031119998	1.2650841038594098	1.6675630237615196e-139	TROAP	1.3763057534857	1.7359598415173095e-142	0.5797476	470.9180559001366
CCNA1	CCNA1	3.4389060130787194e-137	1.12449245722498	1.23283170011985	1.01615321433012	3.096949796403199e-134	CCNA1	1.12449245722498	3.4389060130787194e-137	0.35405764	453.3221993127002
LMNA	LMNA	8.982252073759718e-134	1.08730697529744	1.21136917752193	0.9632447730729421	7.613251184164928e-131	LMNA	1.08730697529744	8.982252073759718e-134	0.9497901	441.97128750509586
PLK1	PLK1	4.7739763906650785e-133	1.1979892017654	1.31778075156827	1.07819765196254	3.821568100727399e-130	PLK1	1.1979892017654	4.7739763906650785e-133	0.3840785	439.5612451883198
CKS1B	CKS1B	2.2105550113071797e-128	1.60269902308173	1.7296188838351003	1.4757791623283503	1.6764151135750095e-125	CKS1B	1.60269902308173	2.2105550113071797e-128	1.3727652	424.0623875083035
MARCKS	MARCKS	1.7907453445262893e-123	0.8160594422205999	0.879175615429322	0.752943269011877	1.2901424834639696e-120	MARCKS	0.8160594422205999	1.7907453445262893e-123	2.65426	407.75659547972367
TOP2A	TOP2A	3.115167454609009e-118	1.7672616438780901	1.91064058559134	1.6238827021648503	2.137449897783869e-115	TOP2A	1.7672616438780901	3.115167454609009e-118	1.2806174	390.348205479867
MZT1	MZT1	4.858266302535599e-118	1.07103603341918	1.18099841278419	0.961073654054165	3.181943597874339e-115	MZT1	1.07103603341918	4.858266302535599e-118	1.1564099	389.70707362422826
TPX2	TPX2	3.9356382712719885e-117	1.3535892600905202	1.47447644130951	1.23270207887153	2.4655918195981793e-114	TPX2	1.3535892600905202	3.9356382712719885e-117	0.6908092	386.68898947469705
ASPM	ASPM	6.541430685637398e-117	1.0511547760414999	1.18548103995379	0.9168285121292191	3.927311447889549e-114	ASPM	1.0511547760414999	6.541430685637398e-117	0.35878438	385.955980897697
TUBB4B	TUBB4B	2.2779084343709793e-115	1.10502745749769	1.20168701838933	1.00836789660604	1.3128953052340598e-112	TUBB4B	1.10502745749769	2.2779084343709793e-115	2.2675936	380.834021156192
NUCKS1	NUCKS1	2.7121659452526096e-115	0.9243348523683509	1.00243383365796	0.846235871078742	1.5030615040440295e-112	NUCKS1	0.9243348523683509	2.7121659452526096e-115	2.694971	380.5822854588421
NUF2	NUF2	2.4465854330952993e-113	1.19654809000501	1.32055128506177	1.07254489494826	1.3056610927951897e-110	NUF2	1.19654809000501	2.4465854330952993e-113	0.47236994	374.08710506069417
RAD21	RAD21	4.75284682132822e-111	0.958553305555173	1.0748550669084	0.8422515442019459	2.4458489231613692e-108	RAD21	0.958553305555173	4.75284682132822e-111	1.3546697	366.48522662647474
CDKN3	CDKN3	1.3648748051345396e-110	1.2595124628390602	1.3826220610477702	1.1364028646303501	6.781545195580539e-108	CDKN3	1.2595124628390602	1.3648748051345396e-110	0.6817746	364.96332181342075
BIRC5	BIRC5	4.801792421827199e-110	1.242851174076	1.34731596788816	1.13838638026384	2.3063009002036093e-107	BIRC5	1.242851174076	4.801792421827199e-110	0.62091905	363.14851739940457
AURKA	AURKA	5.86867783938281e-110	0.941494574510825	1.0594726325431199	0.823516516478532	2.727799322182799e-107	AURKA	0.941494574510825	5.86867783938281e-110	0.31122217	362.8590549239539
HMGB2	HMGB2	2.372700632303609e-108	1.24099327033521	1.35999520831188	1.12199133235854	1.0683826065894597e-105	HMGB2	1.24099327033521	2.372700632303609e-108	2.3861494	357.5217041631214
HMGB3	HMGB3	1.86713531672791e-107	0.9990841516359341	1.0903642530925899	0.907804050179275	8.152591751131057e-105	HMGB3	0.9990841516359341	1.86713531672791e-107	1.4310273	354.5454796652883
