index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
EIF1	EIF1	2.2992480864695393e-107	0.7651624832406859	0.830944520084479	0.699380446396894	3.312986567793959e-103	EIF1	0.7651624832406859	2.2992480864695393e-107	4.4006157	354.2451440132034
HSPA1A	HSPA1A	5.1555150075262e-65	1.60246910265789	1.81278590914812	1.39215229616767	3.714290787172249e-61	HSPA1A	1.60246910265789	5.1555150075262e-65	0.63536257	213.55920961560562
C6ORF48	C6ORF48	1.2121826394682598e-59	0.946563594323322	1.05957575414571	0.8335514345009359	4.366584913024539e-56	C6ORF48	0.946563594323322	1.2121826394682598e-59	1.8854795	195.7161505124116
DNAJB1	DNAJB1	2.1046629679296397e-53	1.19047478677147	1.37246901957501	1.00848055396792	5.054348117483029e-50	DNAJB1	1.19047478677147	2.1046629679296397e-53	0.51064026	174.98859980449208
EPB41L4A-AS1	EPB41L4A-AS1	1.7204082146160396e-51	0.9085971102797771	1.03132776409086	0.7858664564686979	3.54133742348607e-48	EPB41L4A-AS1	0.9085971102797771	1.7204082146160396e-51	0.45233873	168.6355819142544
SH3BP4	SH3BP4	1.65420827593428e-47	0.8162663458426329	0.93836078066363	0.6941719110216349	2.16686245890337e-44	SH3BP4	0.8162663458426329	1.65420827593428e-47	0.58429515	155.4044795687636
HSPB1	HSPB1	5.115948320004289e-45	0.96544362015274	1.1129377347033997	0.817949505602079	6.111111916392269e-42	HSPB1	0.96544362015274	5.115948320004289e-45	1.9265807	147.13176257937283
TAF1D	TAF1D	5.5135300793323295e-45	0.8277760250396	0.9354410860222359	0.7201109640569641	6.111111916392269e-42	TAF1D	0.8277760250396	5.5135300793323295e-45	0.70688426	147.0237879588957
SNHG8	SNHG8	7.65483884927505e-37	0.715023474903807	0.8318578458310271	0.5981891039765871	6.89366081120026e-34	SNHG8	0.715023474903807	7.65483884927505e-37	0.651769	119.97496750460296
HSPA1B	HSPA1B	1.0399714642827799e-36	0.817463580740231	0.9744173380069271	0.660509823473536	8.81467578167677e-34	HSPA1B	0.817463580740231	1.0399714642827799e-36	0.2899589	119.53286747306187
MYLIP	MYLIP	8.689969090467528e-33	0.7891683492206121	0.920290418928068	0.658046279513157	4.8159140240210295e-30	MYLIP	0.7891683492206121	8.689969090467528e-33	0.66010815	106.50427608578626
CDT1	CDT1	1.2722822670905198e-28	0.604628037735437	0.7293582760446259	0.479897799426249	5.728848495783549e-26	CDT1	0.604628037735437	1.2722822670905198e-28	0.47150245	92.66656787603907
CCNB1IP1	CCNB1IP1	2.74247938524283e-28	0.6012323613985581	0.72263811137711	0.47982661142000504	1.1622466312342402e-25	CCNB1IP1	0.6012323613985581	2.74247938524283e-28	0.63039786	91.55850588067337
TOMM20	TOMM20	1.1191729551806598e-27	0.591854061112987	0.6902334615335749	0.49347466069240004	4.24372713452584e-25	TOMM20	0.591854061112987	1.1191729551806598e-27	1.1569678	89.52962555665421
SYF2	SYF2	7.96113983614758e-27	0.599627366209129	0.695061926796063	0.504192805622195	2.79785521705001e-24	SYF2	0.599627366209129	7.96113983614758e-27	0.9839127	86.69908355854778
BNIP3	BNIP3	1.76464940619084e-26	0.66204052340018	0.8096761750600492	0.514404871740311	6.0540079270961605e-24	BNIP3	0.66204052340018	1.76464940619084e-26	0.7706382	85.55074888425015
SAT1	SAT1	3.2058741138634196e-23	0.611321513588254	0.740175298077818	0.48246772909868896	7.698906684443009e-21	SAT1	0.611321513588254	3.2058741138634196e-23	0.4408331	74.72362840659582
