,primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr
1,TUBA1B,3.96529573239606e-53,-0.810141653159121,-0.709476373744386,-0.910806932573856,5.71359462080948e-49
2,HMGN2,1.29050454210783e-42,-0.586476995263288,-0.504656289707634,-0.668297700818941,9.29743997361588e-39
3,SEC11C,2.59446647045085e-40,0.691381638642698,0.795163827810237,0.587599449475158,1.24612224575755e-36
4,HMGB1,2.14720362823928e-38,-0.693986598636864,-0.592370085896715,-0.795603111377012,7.73476426982494e-35
5,EEF1A1,5.03054404251598e-38,0.608917833395986,0.698392483787608,0.519443183004364,1.44970218217225e-34
6,UBE2S,6.26506250613602e-34,-0.969992779087818,-0.818759791814184,-1.12122576636145,1.50455476084856e-30
7,GRP,2.26057636805771e-31,0.984511888924873,1.1307632378811,0.838260539968649,4.65323498390622e-28
8,GSTP1,1.20451044992725e-28,-0.505338556263469,-0.411546583304167,-0.59913052922277,2.16947388412521e-25
9,STMN1,6.79451555153195e-28,-0.403779568275338,-0.334026569868942,-0.473532566681734,1.08780193980027e-24
10,HNRNPA2B1,3.19989676878687e-27,-0.527481935761185,-0.433621735524393,-0.621342135997977,4.61073125414501e-24
11,HMGB2,9.42185985867799e-27,-0.918055799673683,-0.762360090205963,-1.0737515091414,1.23417798821537e-23
12,RACK1,1.20786858175037e-25,0.467989606539652,0.552940501004684,0.383038712074621,1.45034819953676e-22
13,ASCL1,4.79595941997585e-25,0.700059236495371,0.823930371824689,0.576188101166053,5.31576763711016e-22
14,PTMS,1.7391575681292e-23,-0.584402387532376,-0.472331441336198,-0.696473333728553,1.78996581422669e-20
15,EEF2,2.14128731392859e-23,0.436799001616081,0.520890498167042,0.35270750506512,2.05692059375981e-20
16,HMGB3,6.98090317303157e-23,-0.684122299734672,-0.566731990939574,-0.801512608529769,6.28673961376324e-20
17,GLTSCR2,1.65291758644322e-22,0.515649576660274,0.618757218213577,0.412541935106971,1.40099350018002e-19
18,NACA,1.81938388366264e-22,0.416805109223749,0.49752235274133,0.336087865706167,1.45641679887195e-19
19,SLC25A6,2.18828271684708e-22,0.441908815291908,0.528164638805438,0.355652991778377,1.65952450879209e-19
20,TUBB,4.3090013706147e-22,-0.398734220116228,-0.31917967494767,-0.478288765284787,3.10442003745936e-19
