index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
ARL4D	ARL4D	3.8051828772242795e-23	0.599019603514515	0.7207300885638208	0.47730911846521007	7.832697153989249e-20	ARL4D	0.599019603514515	3.8051828772242795e-23	0.6391693	74.47638039103938
HIST1H4C	HIST1H4C	8.23904817422147e-09	-0.6189904706297149	-0.42154661502165997	-0.816434326237769	1.00607156900303e-06	HIST1H4C	-0.6189904706297149	8.23904817422147e-09	4.012471	-26.85487517600099
GRP	GRP	3.3985526843447297e-14	-0.644739435063011	-0.503636709311107	-0.7858421608149141	1.81369428254531e-11	GRP	-0.644739435063011	3.3985526843447297e-14	1.4445623	-44.742072840784544
TFF3	TFF3	2.17350281958673e-15	-0.6364283905757969	-0.48512592002515204	-0.787730861126442	1.95737513296407e-12	TFF3	-0.6364283905757969	2.17350281958673e-15	2.6284194	-48.70889945615031
UBE2S	UBE2S	6.98192598009219e-19	-0.661878022547493	-0.521984984424298	-0.801771060670688	9.145688313377132e-16	UBE2S	-0.661878022547493	6.98192598009219e-19	3.2525816	-60.313008740830284
HMGB2	HMGB2	2.4886870883386897e-20	-0.7691512763493891	-0.616414731072506	-0.921887821626271	3.9843880284302396e-17	HMGB2	-0.7691512763493891	2.4886870883386897e-20	2.3861494	-65.12317705130984
PLP2	PLP2	7.839390487046669e-23	-0.621999076826486	-0.499349724037951	-0.7446484296150211	1.41197221909819e-19	PLP2	-0.621999076826486	7.839390487046669e-23	1.6860946	-73.43360469331103
HES6	HES6	4.2790214935328403e-29	-0.6831256345322759	-0.5613533976268801	-0.8048978714376719	1.54141051750787e-25	HES6	-0.6831256345322759	4.2790214935328403e-29	2.4377851	-94.23863382609406
SEC11C	SEC11C	1.35729004234387e-43	-0.71309078378516	-0.610872084635186	-0.8153094829351341	9.77859611006643e-40	SEC11C	-0.71309078378516	1.35729004234387e-43	4.3453197	-142.40217903372627
HMGN2	HMGN2	2.788724184590429e-94	-0.784065414374784	-0.708424197410741	-0.859706631338826	4.018272677576349e-90	HMGN2	-0.784065414374784	2.788724184590429e-94	4.9792976	-310.781635666007
