index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
EIF1	EIF1	1.0304899395934596e-222	0.9504393613084801	1.0047645975582902	0.896114125058667	1.7292651676317792e-218	EIF1	0.9504393613084801	1.0304899395934596e-222	5.118963	737.4247066447068
HSPB1	HSPB1	1.3160998237613196e-61	1.15802105422013	1.2936909344098	1.02235117403047	7.361823714179579e-58	HSPB1	1.15802105422013	1.3160998237613196e-61	2.2773335	202.24134486912916
SLC3A2	SLC3A2	6.373660144446338e-51	0.7520878077051378	0.8659879055952979	0.638187709814978	1.78260651473257e-47	SLC3A2	0.7520878077051378	6.373660144446338e-51	1.12001	166.74621074530347
MKRN1	MKRN1	6.408097161471759e-39	0.5905719194127261	0.685172175010051	0.495971663815401	9.77584349696888e-36	MKRN1	0.5905719194127261	6.408097161471759e-39	0.9785512	126.87529967812412
HSPH1	HSPH1	2.61250575684432e-34	0.732572228253355	0.853552842797408	0.611591613709303	2.3073925845054994e-31	HSPH1	0.732572228253355	2.61250575684432e-34	1.3836557	111.56012100989102
ATF4	ATF4	4.460173047226529e-33	0.6409768645946861	0.749781457298124	0.532172271891248	3.254181039369929e-30	ATF4	0.6409768645946861	4.460173047226529e-33	1.13786	107.4665274459059
DNAJB1	DNAJB1	7.011060637986719e-33	0.74174365186646	0.8928227960584749	0.5906645076744439	4.9021920235856294e-30	DNAJB1	0.74174365186646	7.011060637986719e-33	0.8189522	106.81399441865695
HSPA1A	HSPA1A	8.473041146264201e-32	1.23865338822114	1.4644954838663	1.01281129257598	5.26615198057258e-29	HSPA1A	1.23865338822114	8.473041146264201e-32	1.2592005	103.21881916138736
DDIT3	DDIT3	4.1192836566467895e-28	0.667119329243225	0.8076643572506851	0.526574301235765	2.09471815279363e-25	DDIT3	0.667119329243225	4.1192836566467895e-28	0.7653265	90.97159318226721
HSPA1B	HSPA1B	1.5826396079562696e-25	0.780550972062028	0.971721389475697	0.589380554648359	5.4200561757376e-23	HSPA1B	0.780550972062028	1.5826396079562696e-25	0.6358721	82.38586960376429
