index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
HMGA1	HMGA1	4.6207705449138994e-126	0.6357959809833879	0.686379481482481	0.5852124804842951	7.754115051420008e-122	HMGA1	0.6357959809833879	4.6207705449138994e-126	4.328619	416.35480650489524
TMEM106C	TMEM106C	2.7315975869939093e-86	0.7447072629656909	0.823444308855199	0.665970217076182	1.5279646369114897e-82	TMEM106C	0.7447072629656909	2.7315975869939093e-86	1.733065	284.23607119572233
KIAA0101	KIAA0101	1.8063494402804598e-79	0.923720542949755	1.02523677781185	0.822204308087662	6.06246999146929e-76	KIAA0101	0.923720542949755	1.8063494402804598e-79	0.7088334	261.57924248534613
TUBA1B	TUBA1B	1.7971647211761394e-68	0.680030545902301	0.7539696940331279	0.6060913977714749	3.769777648257089e-65	TUBA1B	0.680030545902301	1.7971647211761394e-68	5.378611	225.04538780557797
RNASEH2A	RNASEH2A	4.958762461088768e-64	0.6153104718470439	0.696959912029947	0.53366103166414	7.564817532684598e-61	RNASEH2A	0.6153104718470439	4.958762461088768e-64	1.5591649	210.29341795500528
FABP5	FABP5	5.548511149710149e-57	0.659867128056086	0.747884163096485	0.571850093015687	5.172753644626999e-54	FABP5	0.659867128056086	5.548511149710149e-57	1.8948256	186.87780070830397
ASF1B	ASF1B	8.299650728249769e-57	0.6211181182186579	0.7126215372986141	0.529614699138702	6.963821943537968e-54	ASF1B	0.6211181182186579	8.299650728249769e-57	0.48901457	186.29685078335194
HIST1H4C	HIST1H4C	1.7706666944306497e-54	0.9852363705078221	1.1191516128226002	0.851321128193042	1.4149313237733698e-51	HIST1H4C	0.9852363705078221	1.7706666944306497e-54	3.3383358	178.5598244553325
TUBA3C	TUBA3C	1.4196657876098998e-52	0.667925240458222	0.762652060020882	0.573198420895562	1.0828823446309898e-49	TUBA3C	0.667925240458222	1.4196657876098998e-52	0.78595096	172.23470959829194
MYB	MYB	8.324034865997918e-51	0.7174405682197629	0.807457797654759	0.6274233387847679	5.82023454526296e-48	MYB	0.7174405682197629	8.324034865997918e-51	1.6350533	166.3610498313066
ADA	ADA	5.5466462129965595e-49	0.7130891996030579	0.7978457274918821	0.6283326717142349	3.3242239321533996e-46	ADA	0.7130891996030579	5.5466462129965595e-49	1.2757653	160.3028609418709
MPP1	MPP1	1.9650716588835603e-43	0.664192542514397	0.7554954525460028	0.572889632482791	8.042894514079269e-41	MPP1	0.664192542514397	1.9650716588835603e-43	2.0183482	141.8683261569699
UBE2T	UBE2T	8.85175477519782e-43	0.603000680345762	0.695748525433401	0.5102528352581229	3.2291586278824896e-40	UBE2T	0.603000680345762	8.85175477519782e-43	1.8181621	139.69694459620095
ZWINT	ZWINT	8.78562189915203e-42	0.6050791101236321	0.692455191103918	0.5177030291433471	3.0714900227014605e-39	ZWINT	0.6050791101236321	8.78562189915203e-42	0.8141392	136.38583557279006
TYMS	TYMS	3.7108743517763e-37	0.604089560822607	0.694291053459473	0.51388806818574	9.884473412247328e-35	TYMS	0.604089560822607	3.7108743517763e-37	0.97230333	121.01958035785358
NUSAP1	NUSAP1	3.4490905508722397e-35	0.636533848974265	0.7427527333838401	0.53031496456469	7.92865596358726e-33	NUSAP1	0.636533848974265	3.4490905508722397e-35	0.8351276	114.48126731589491
HMGB2	HMGB2	7.71781109233797e-33	0.6864298273613779	0.799350629304511	0.5735090254182459	1.40774552109265e-30	HMGB2	0.6864298273613779	7.71781109233797e-33	2.5179472	106.67543539959381
TOP2A	TOP2A	1.0363826750803001e-24	0.629241991846218	0.7627288475721758	0.49575513612026	9.82572749747034e-23	TOP2A	0.629241991846218	1.0363826750803001e-24	1.0214169	79.6747174735945
CRABP1	CRABP1	6.36091409972106e-38	-0.863611918443612	-0.744961088949323	-0.9822627479379009	1.7790416584569897e-35	CRABP1	-0.863611918443612	6.36091409972106e-38	2.133194	-123.56403350178675
CDKN1C	CDKN1C	1.5783633574012696e-61	-0.713848406887485	-0.646865999277285	-0.780830814497685	1.8918939643250495e-58	CDKN1C	-0.713848406887485	1.5783633574012696e-61	1.2818708	-201.9791844195482
STMN2	STMN2	9.04423693151478e-78	-0.975927827504054	-0.8902753314857801	-1.06158032352233	2.5295223324624898e-74	STMN2	-0.975927827504054	9.04423693151478e-78	1.8171481	-255.93339261440522
