index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
HSPB1	HSPB1	2.2947254507897392e-55	1.06968072371424	1.22190588967124	0.917455557757243	8.579404779140149e-52	HSPB1	1.06968072371424	2.2947254507897392e-55	1.0488763	181.50772366406696
DNAJB1	DNAJB1	8.70722341310326e-47	0.9374917438681559	1.11397041369849	0.7610130740378241	2.60433052285918e-43	DNAJB1	0.9374917438681559	8.70722341310326e-47	0.6832049	153.00840771869642
SLC3A2	SLC3A2	1.1310552246957e-38	0.6052237789589399	0.725548546070332	0.4848990118475471	1.87943676503601e-35	SLC3A2	0.6052237789589399	1.1310552246957e-38	0.78391075	126.0555982339079
STMN2	STMN2	3.8885849915425e-32	0.6023652539743211	0.750787933629705	0.45394257431893603	4.15384203917986e-29	STMN2	0.6023652539743211	3.8885849915425e-32	0.17349488	104.34245376474821
HSPA1B	HSPA1B	1.9940377383253298e-31	0.843370729742665	1.00130597959712	0.685435479888213	1.9261161786732598e-28	HSPA1B	0.843370729742665	1.9940377383253298e-31	0.7152804	101.98407822767001
HSPA1A	HSPA1A	2.96361104003865e-30	1.12238654402146	1.3221198301746102	0.922653257868302	2.6071060649281197e-27	HSPA1A	1.12238654402146	2.96361104003865e-30	1.3581232	98.09048673346764
PEG10	PEG10	1.2376576655815302e-25	0.628868282906978	0.7505246185978709	0.507211947216086	7.118911687989159e-23	PEG10	0.628868282906978	1.2376576655815302e-25	1.7840226	82.74059004993026
FST	FST	6.63852374165907e-19	-0.600920661088257	-0.507883220039206	-0.693958102137308	2.02610454196962e-16	FST	-0.600920661088257	6.63852374165907e-19	0.9856106	-60.38577134854352
HMGB3	HMGB3	2.03777037838177e-20	-0.594287279323582	-0.46608681049490397	-0.7224877481522609	8.132298747676829e-18	HMGB3	-0.594287279323582	2.03777037838177e-20	1.9500188	-65.41157040396365
SRM	SRM	5.50255702415057e-22	-0.669989761903006	-0.5416593171952899	-0.7983202066107221	2.42031589106388e-19	SRM	-0.669989761903006	5.50255702415057e-22	1.6499157	-70.62231589637689
CYBA	CYBA	2.9231392657038996e-23	-0.803609230987985	-0.657519427798823	-0.9496990341771478	1.36611086620631e-20	CYBA	-0.803609230987985	2.9231392657038996e-23	1.9878565	-74.85682761800906
KLK12	KLK12	2.06070604204428e-31	-0.9830994580220189	-0.8506278912821971	-1.11557102476184	1.9261161786732598e-28	KLK12	-0.9830994580220189	2.06070604204428e-31	1.7212397	-101.93663222116851
HES6	HES6	6.4388608401203195e-34	-0.648357745269122	-0.543830726015783	-0.752884764522461	7.40716645107688e-31	HES6	-0.648357745269122	6.4388608401203195e-34	3.7663078	-110.25874975610382
ASCL1	ASCL1	3.89641135504308e-37	-0.779358566815473	-0.662265395086822	-0.8964517385441229	5.2973483467881095e-34	ASCL1	-0.779358566815473	3.89641135504308e-37	3.9708328	-120.94919351602175
TFF3	TFF3	1.35181657244274e-38	-0.9236094222428709	-0.7793262460844499	-1.0678925984012901	2.0216416840881101e-35	TFF3	-0.9236094222428709	1.35181657244274e-38	3.7031248	-125.79836819964716
GRP	GRP	8.35381005237089e-39	-0.7507953485180708	-0.6295010540289859	-0.8720896430071551	1.56164036666508e-35	GRP	-0.7507953485180708	8.35381005237089e-39	3.7639084	-126.49276136050815
ADI1	ADI1	4.55460931306571e-45	-1.25334822910477	-1.0810364705914899	-1.42565998761805	1.1352363712816301e-41	ADI1	-1.25334822910477	4.55460931306571e-45	3.9671988	-147.29943696261662
TUBA1B	TUBA1B	2.4317621386157992e-62	-0.72769762801926	-0.639494931386604	-0.815900324651915	1.2122334260999798e-58	TUBA1B	-0.72769762801926	2.4317621386157992e-62	5.302511	-204.67753976370122
HMGN2	HMGN2	2.1028374378083595e-70	-0.781121972486405	-0.6918485054384461	-0.870395439534364	1.5723966941211998e-66	HMGN2	-0.781121972486405	2.1028374378083595e-70	5.013131	-231.4626293168829
SEC11C	SEC11C	1.2548802383180298e-106	-1.07806085366225	-0.984016000315845	-1.1721057070086498	1.8766733964046197e-102	SEC11C	-1.07806085366225	1.2548802383180298e-106	5.486132	-351.7968283734295
