index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
HMGB2	HMGB2	7.248347276559689e-119	1.3024700079289	1.41599764237427	1.18894237348353	5.419951676047509e-115	HMGB2	1.3024700079289	7.248347276559689e-119	1.4781883	392.4517912133963
TOP2A	TOP2A	4.172240781289989e-115	1.54311529095546	1.6800445810013402	1.4061860009095701	2.0798620294730596e-111	TOP2A	1.54311529095546	4.172240781289989e-115	0.79063714	379.96090849341493
BIRC5	BIRC5	3.795304626248239e-105	1.15143355547381	1.26343031278211	1.03943679816551	1.4189695171385597e-101	BIRC5	1.15143355547381	3.795304626248239e-105	0.52459437	346.87823427644145
TPX2	TPX2	2.7395342425230097e-103	1.13597671784999	1.2531615098634	1.0187919258365699	8.193946919386337e-100	TPX2	1.13597671784999	2.7395342425230097e-103	0.49807623	340.7046631368253
UBE2S	UBE2S	4.479217985660019e-102	1.2177164457424499	1.324631167438	1.11080172404689	1.1164450829257597e-98	UBE2S	1.2177164457424499	4.479217985660019e-102	2.1994286	336.67341880039993
SMC4	SMC4	3.805585058060729e-101	1.15362193625054	1.2665577813128999	1.0406860911881899	8.130360649042597e-98	SMC4	1.15362193625054	3.805585058060729e-101	0.79206336	333.5866193176798
CENPF	CENPF	7.573199630908619e-101	1.58401694797852	1.744594056683	1.4234398392740402	1.4157150060029798e-97	CENPF	1.58401694797852	7.573199630908619e-101	0.82122684	332.5938346247109
CKS1B	CKS1B	3.3526529834171393e-100	1.20557284328143	1.31797225194163	1.0931734346212298	5.570991707444808e-97	CKS1B	1.20557284328143	3.3526529834171393e-100	0.89240175	330.44750632412877
MKI67	MKI67	2.2888514015668993e-97	1.2299329764924098	1.3571770259973002	1.10268892698752	3.422977271043299e-94	MKI67	1.2299329764924098	2.2888514015668993e-97	0.6392295	321.0324014018103
DLGAP5	DLGAP5	4.4400846114917494e-97	0.903040466378543	1.0109949565529202	0.795085976204163	6.036496851350829e-94	DLGAP5	0.903040466378543	4.4400846114917494e-97	0.34400812	320.0764380348374
HIST1H4C	HIST1H4C	3.328221660884259e-96	1.50663866758497	1.66127348839859	1.3520038467713502	4.147796244877008e-93	HIST1H4C	1.50663866758497	3.328221660884259e-96	2.0965326	317.1703455884454
UBE2C	UBE2C	5.772435469559098e-96	1.23238268452701	1.3589597529116597	1.1058056161423602	6.640520957481248e-93	UBE2C	1.23238268452701	5.772435469559098e-96	0.6351282	316.3759169690813
NUF2	NUF2	6.462626863247859e-96	0.8431910526502809	0.94313427342613	0.743247831874433	6.903470338562269e-93	NUF2	0.8431910526502809	6.462626863247859e-96	0.32893193	316.21297641295735
PTTG1	PTTG1	2.0998579432937993e-94	1.31265619248744	1.43578003931869	1.1895323456562	2.0935583694639194e-91	PTTG1	1.31265619248744	2.0998579432937993e-94	1.5196421	311.1909491874434
ASPM	ASPM	3.506591955309199e-94	0.9237756250317091	1.04552868366997	0.8020225663934449	3.277567668228069e-91	ASPM	0.9237756250317091	3.506591955309199e-94	0.35352045	310.4511713583114
CDCA8	CDCA8	8.081583363836499e-90	0.785431475451979	0.884074797561246	0.6867881533427129	6.9968182398572195e-87	CDCA8	0.785431475451979	8.081583363836499e-90	0.31240788	295.95889056280555
PRC1	PRC1	8.421446226508178e-90	0.861451552684042	0.9617995658669419	0.7611035395011421	6.9968182398572195e-87	PRC1	0.861451552684042	8.421446226508178e-90	0.4118005	295.89946052929713
HMGB1	HMGB1	1.8281376418382e-87	0.6794979558502472	0.7440388736478141	0.6149570380526801	1.4389367596679094e-84	HMGB1	0.6794979558502472	1.8281376418382e-87	3.8001997	288.1373695591362
KIFC1	KIFC1	6.6270329848236485e-84	0.754419866985882	0.850123599746258	0.658716134225506	4.955363914401879e-81	KIFC1	0.754419866985882	6.6270329848236485e-84	0.3254689	276.3135968703601
SGO2	SGO2	8.661351871030869e-84	0.662368547746021	0.757486935235391	0.567250160256651	6.16811986815556e-81	SGO2	0.662368547746021	8.661351871030869e-84	0.243705	275.9273677509653
NUSAP1	NUSAP1	9.4528280625658e-84	1.01599826616556	1.1258382078799998	0.9061583244511229	6.227856578580139e-81	NUSAP1	1.01599826616556	9.4528280625658e-84	0.5908927	275.8012139563948
NDC80	NDC80	1.3355100883439498e-83	0.8389374202250841	0.94384671401756	0.734028126432608	8.321897237993258e-81	NDC80	0.8389374202250841	1.3355100883439498e-83	0.38356754	275.3026410016258
CDKN3	CDKN3	1.7444665404057194e-83	1.1510530362223799	1.26923209117451	1.0328739812702499	1.0435398844706999e-80	CDKN3	1.1510530362223799	1.7444665404057194e-83	0.7445249	274.91724594934476
NEK2	NEK2	1.0926992190113297e-82	0.6025096027315799	0.691790205446494	0.5132290000166659	6.2851218539671085e-80	NEK2	0.6025096027315799	1.0926992190113297e-82	0.20258087	272.2702074474197
MAD2L1	MAD2L1	4.7228782432491784e-82	1.01483082013915	1.1279969242855001	0.901664715992802	2.61486773693585e-79	MAD2L1	1.01483082013915	4.7228782432491784e-82	0.5704998	270.15843743776406
KIF2C	KIF2C	4.895773763570959e-82	0.6245477638702011	0.717780394813238	0.5313151329271629	2.61486773693585e-79	KIF2C	0.6245477638702011	4.895773763570959e-82	0.22754584	270.10656688893323
H2AFZ	H2AFZ	1.5114131858561093e-81	0.796416061603366	0.8745601406679151	0.7182719825388171	7.794201446371769e-79	H2AFZ	0.796416061603366	1.5114131858561093e-81	3.2017179	268.48027757156956
CDC20	CDC20	1.5670816966596394e-81	1.0760404863494202	1.21233175350027	0.9397492191985659	7.811902257848318e-79	CDC20	1.0760404863494202	1.5670816966596394e-81	0.47998923	268.4280952920943
CALM2	CALM2	1.9052222143200198e-81	0.727375853286997	0.7986826033497241	0.656069103224271	8.992852135764749e-79	CALM2	0.727375853286997	1.9052222143200198e-81	2.6566985	268.1462164105719
FAM64A	FAM64A	1.9242478658941597e-81	0.820271949004075	0.920435858880375	0.720108039127775	8.992852135764749e-79	FAM64A	0.820271949004075	1.9242478658941597e-81	0.37498674	268.1318810386062
CKS2	CKS2	2.36350041622676e-81	0.9769678121065749	1.08690550222938	0.867030121983766	1.0710954158991298e-78	CKS2	0.9769678121065749	2.36350041622676e-81	0.6419556	267.83525056711244
HMMR	HMMR	2.69870874722736e-81	0.7935992815601041	0.902297842875552	0.684900720244655	1.1870349798466197e-78	HMMR	0.7935992815601041	2.69870874722736e-81	0.31765774	267.6439064006625
KIF20B	KIF20B	5.839429462612109e-81	0.807993906874218	0.9124880885098801	0.703499725238556	2.4951047889532595e-78	KIF20B	0.807993906874218	5.839429462612109e-81	0.36603948	266.5303482673994
CDKN2D	CDKN2D	2.6433737089145492e-79	0.855055449951034	0.9592039957211429	0.7509069041809251	1.0981014949115898e-76	CDKN2D	0.855055449951034	2.6433737089145492e-79	0.9896282	261.02993909462396
CKAP2L	CKAP2L	5.710516467049559e-79	0.629294123641549	0.7165711614103679	0.54201708587273	2.3081290206682697e-76	CKAP2L	0.629294123641549	5.710516467049559e-79	0.25379732	259.91869826526727
UBE2T	UBE2T	1.5092924847711598e-78	1.00201671920552	1.10521461900264	0.898818819408402	5.939860292040189e-76	UBE2T	1.00201671920552	1.5092924847711598e-78	0.9615045	258.516518989359
PBK	PBK	7.3955797801960085e-78	0.71842924850446	0.8160307077906801	0.620827789218241	2.8359204003290097e-75	PBK	0.71842924850446	7.3955797801960085e-78	0.30982494	256.22372814865315
