index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
SEC11C	SEC11C	7.919307930255589e-32	1.77211885821973	2.05289727015766	1.49134044628181	1.1391132526879598e-27	SEC11C	1.77211885821973	7.919307930255589e-32	4.606566	103.31632467796118
CALCA	CALCA	1.4682414848451402e-14	1.30894121275439	1.6730301019673002	0.94485232354147	1.05595927590063e-10	CALCA	1.30894121275439	1.4682414848451402e-14	0.99460775	45.95290405756019
TPH1	TPH1	1.67627814647514e-13	1.1470545069463898	1.5247648143112902	0.7693441995814809	8.03719495296615e-10	TPH1	1.1470545069463898	1.67627814647514e-13	0.6017779	42.43980367683374
KRT18	KRT18	9.46188544647364e-13	0.931713358228831	1.15941546354763	0.7040112529100341	3.4024940065519197e-09	KRT18	0.931713358228831	9.46188544647364e-13	1.8846667	39.94293753905739
DRAIC	DRAIC	1.9712709511593604e-12	0.7970233151325391	0.9991995819365319	0.5948470483285471	5.66885894523298e-09	DRAIC	0.7970233151325391	1.9712709511593604e-12	0.68877107	38.88401105022834
SEPW1	SEPW1	1.04793171666479e-11	0.7265492308362609	0.925348258572278	0.527750203100243	2.1533499732152e-08	SEPW1	0.7265492308362609	1.04793171666479e-11	2.8115168	36.47366432997583
NTHL1	NTHL1	1.9088126055905603e-09	0.754632942237138	0.957126279693297	0.552139604780979	3.43204506485182e-06	NTHL1	0.754632942237138	1.9088126055905603e-09	1.1800678	28.964677378408094
CYBA	CYBA	9.587567651298341e-09	0.971604814312297	1.26408698424391	0.679122644380685	1.25370520996614e-05	CYBA	0.971604814312297	9.587567651298341e-09	2.3082263	26.636188001464742
TMEM176A	TMEM176A	1.34594820038154e-08	0.741077594739635	0.9706082200524292	0.51154696942684	1.61334324285733e-05	TMEM176A	0.741077594739635	1.34594820038154e-08	0.703256	26.146801871060543
SLC38A11	SLC38A11	2.4232587653917002e-08	0.708416776764254	0.971403302749525	0.44543025077898296	2.4897252915281602e-05	SLC38A11	0.708416776764254	2.4232587653917002e-08	0.45219463	25.29847628926038
S100A6	S100A6	4.537339236457691e-08	0.7946819110620842	1.05874089821316	0.530622923911009	4.13475231303377e-05	S100A6	0.7946819110620842	4.537339236457691e-08	2.3852897	24.393578231555036
PPP1R14B	PPP1R14B	5.22392814367465e-08	0.699378059200944	0.96178457026131	0.436971548140578	4.17449902325646e-05	PPP1R14B	0.699378059200944	5.22392814367465e-08	2.4322357	24.190289706678033
LCN15	LCN15	1.3493827767203e-07	0.590002572480201	0.936389409913035	0.243615735047368	9.24262945730702e-05	LCN15	0.590002572480201	1.3493827767203e-07	0.16950837	22.821197011445197
KRT8	KRT8	2.56302389292554e-07	0.615574389626462	0.8224726969950609	0.408676082257864	0.000153610565316004	KRT8	0.615574389626462	2.56302389292554e-07	2.0529659	21.89564973648157
CST3	CST3	3.46747076298996e-07	0.618621218122729	0.8288792612687209	0.4083631749767371	0.00019183115174941398	CST3	0.618621218122729	3.46747076298996e-07	1.1468902	21.459612946123286
KRT7	KRT7	1.1466943650791001e-06	0.65145203207764	0.8878729301121829	0.415031134043096	0.000499819749918116	KRT7	0.65145203207764	1.1466943650791001e-06	0.6918828	19.734087656385718
C2CD4B	C2CD4B	1.73825296572494e-06	0.7627601361528391	1.16967410880883	0.355846163496845	0.000691707824836122	C2CD4B	0.7627601361528391	1.73825296572494e-06	0.31938264	19.133930518334076
NR2F1	NR2F1	2.65090607073299e-06	-0.8419687644136031	-0.540139854402872	-1.1437976744243301	0.00100343770845851	NR2F1	-0.8419687644136031	2.65090607073299e-06	2.1566412	-18.525083017070138
TUBB	TUBB	5.97430110176748e-07	-0.7531674506200581	-0.474551511563253	-1.03178338967686	0.000302906943768138	TUBB	-0.7531674506200581	5.97430110176748e-07	2.2495635	-20.674726713626804
STMN1	STMN1	2.16635255460647e-08	-0.6125112311760279	-0.406861795113879	-0.818160667238177	2.39698578041996e-05	STMN1	-0.6125112311760279	2.16635255460647e-08	3.7023141	-25.460156711262194
