index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
JUNB	JUNB	3.9958668984895496e-51	1.71816338127439	1.91281482704153	1.5235119355072502	5.74765494678737e-47	JUNB	1.71816338127439	3.9958668984895496e-51	1.6827939	167.419824311202
SCG2	SCG2	5.02618142121594e-46	1.33172238258855	1.49990039368905	1.16354437148805	3.61482967813851e-42	SCG2	1.33172238258855	5.02618142121594e-46	1.5259162	150.47922961823903
FOSB	FOSB	2.8822918339945995e-39	1.4573481948598501	1.6582192436168102	1.2564771461028998	1.0364721435044599e-35	FOSB	1.4573481948598501	2.8822918339945995e-39	1.0668824	128.0279792838518
EGR1	EGR1	3.719345037517579e-39	1.59932396207133	1.80811590984442	1.39053201429824	1.0699811803930599e-35	EGR1	1.59932396207133	3.719345037517579e-39	1.2723916	127.6601471100045
CALM1	CALM1	7.28504674495709e-38	0.8237783455845541	0.94383789842774	0.703718792741368	1.7464685396577102e-34	CALM1	0.8237783455845541	7.28504674495709e-38	3.7153022	123.36832937625752
CHGB	CHGB	8.005198813251649e-35	0.979098567373054	1.12044947806604	0.8377476566800719	1.6449539961401697e-31	CHGB	0.979098567373054	8.005198813251649e-35	1.0837599	113.26654608779393
CEBPD	CEBPD	4.226324908939039e-33	1.1474274652396002	1.32497305844018	0.969881872039019	7.5989321862724e-30	CEBPD	1.1474274652396002	4.226324908939039e-33	1.3546909	107.54422344907951
PCSK1N	PCSK1N	4.82224416690065e-31	0.991536643592743	1.15006994399244	0.833003343193047	7.70701778852211e-28	PCSK1N	0.991536643592743	4.82224416690065e-31	2.7343903	100.71006624007867
JUND	JUND	2.93060126750815e-29	0.9545311172638928	1.11295552706935	0.7961067074584399	3.83216078471247e-26	JUND	0.9545311172638928	2.93060126750815e-29	3.2040617	94.78471806092222
SCG5	SCG5	7.59136974599464e-27	0.9046244351479471	1.04867450896376	0.7605743613321378	9.09952186886558e-24	SCG5	0.9046244351479471	7.59136974599464e-27	1.2634524	86.76769834068402
CPE	CPE	2.00800906447895e-26	0.848464247264973	0.9977200068615941	0.699208487668353	2.2217847987280896e-23	CPE	0.848464247264973	2.00800906447895e-26	2.0424922	85.36436468520837
CHGA	CHGA	3.29497544000868e-26	1.2136099062513401	1.42637478278405	1.00084502971863	3.38535190922034e-23	CHGA	1.2136099062513401	3.29497544000868e-26	1.3880565	84.64986275531601
BTG2	BTG2	4.94292555651855e-26	1.33164372456692	1.56846863428598	1.09481881484787	4.7399360803308496e-23	BTG2	1.33164372456692	4.94292555651855e-26	2.2450259	84.06476528829964
STAT3	STAT3	5.318896808384529e-25	0.8784022643856492	1.03964783882125	0.717156689950043	4.78168823073769e-22	STAT3	0.8784022643856492	5.318896808384529e-25	1.1625208	80.6370753245995
ZFP36	ZFP36	3.41974824482288e-24	0.916325469219604	1.13481198651388	0.6978389519253311	2.8935093384430796e-21	ZFP36	0.916325469219604	3.41974824482288e-24	0.42747077	77.95238415666344
MIR7-3HG	MIR7-3HG	4.2231496708556502e-22	0.7673503930176179	0.9258007781898159	0.608900007845419	3.1971465718730397e-19	MIR7-3HG	0.7673503930176179	4.2231496708556502e-22	0.4956356	71.00409870953388
IER2	IER2	4.84342369930455e-22	1.03140792406941	1.21893622729666	0.8438796208421551	3.48339032453983e-19	IER2	1.03140792406941	4.84342369930455e-22	1.3846097	70.80639087311268
IRS2	IRS2	2.5165594499289e-21	0.857005489973303	1.03365981713127	0.680351162815333	1.6453723239898799e-18	IRS2	0.857005489973303	2.5165594499289e-21	1.1861097	68.42903731289853
EGR3	EGR3	1.08994557341512e-20	0.892645147335278	1.108295389257	0.6769949054135561	6.816424838262179e-18	EGR3	0.892645147335278	1.08994557341512e-20	0.37387428	66.31430580212536
FOS	FOS	1.23833699391968e-17	1.1509150846218301	1.39669684171862	0.9051333275250458	7.42176638355864e-15	FOS	1.1509150846218301	1.23833699391968e-17	3.1717792	56.16437363835714
