,primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr
1,SEC11C,4.84885698436228e-26,1.17331481716238,1.37575236130793,0.970877273016832,5.24258417149249e-22
2,GRP,1.66948439214239e-10,0.859104619852271,1.11105179694166,0.607157442762879,9.02523262392177e-07
3,ASCL1,1.34626035730888e-08,0.711158041801218,0.963736959678625,0.45857912392381,4.6471665033914e-05
4,LCN15,1.7192624873812e-08,0.493026234890062,0.668669371192107,0.317383098588016,4.6471665033914e-05
5,BCAM,6.73703214668741e-07,0.496122350622017,0.710120165633093,0.282124535610942,0.00145681583139969
6,CENPN,8.84343609722971e-07,-0.135318619337954,-0.0822394790517323,-0.188397759624175,0.00159358718472079
7,ATF5,1.72495641662433e-06,0.589213874373705,0.833903030236015,0.344524718511395,0.0026643183966489
8,CEL,2.82045521688689e-06,0.260175251364983,0.403350424247472,0.117000078482495,0.00381184522562263
9,LINGO2,3.30704859548531e-06,0.0708972569823694,0.132563965377754,0.00923054858698506,0.00397286771270969
10,CEACAM5,3.82979972964345e-06,0.414254443120342,0.60065278741505,0.227856098825634,0.0041407794676905
11,CHGA,5.15482106692264e-06,0.58801549323718,0.821306968772628,0.354724017701733,0.00506672048868796
12,LRR1,5.84273752690392e-06,-0.0330028277409696,0.0277412794289217,-0.0937469349108608,0.00526430651174043
13,FOLR1,8.31802863149119e-06,0.12443002260584,0.201878574989477,0.0469814702222018,0.0064238946831202
14,SEPW1,8.14440140110259e-06,0.459362828934615,0.642135603384676,0.276590054484555,0.0064238946831202
15,EXO1,1.02524624590013e-05,NA,NA,NA,0.00692810150667016
16,TMEM176B,1.00057600262438e-05,0.32954347251548,0.492057488285453,0.167029456745506,0.00692810150667016
17,AGT,1.17893474417665e-05,0.510424580052135,0.76471425837581,0.256134901728461,0.00749802497296348
18,HIST1H4C,1.42989566792622e-05,-0.822560278241205,-0.503776208539559,-1.14134434794285,0.00858890664534351
19,FAM215B,1.68206001509855e-05,0.0595688431788862,0.114534449972458,0.00460323638531407,0.00957180678065554
20,ELOVL7,1.97764007061018e-05,0.117251861924288,0.203568376854484,0.0309353469940928,0.0101820211635416
21,IGFBP2,1.95186311129288e-05,0.429726800745792,0.66817650875699,0.191277092734595,0.0101820211635416
22,SSR4,3.51229839607733e-05,0.395907444896778,0.566340905865501,0.225473983928055,0.0171396770406031
23,WFDC2,3.64606522321375e-05,0.468907192589911,0.676713548588954,0.261100836590867,0.0171396770406031
24,SAR1A,4.43748621531833e-05,-0.15852171582638,-0.0924139137788451,-0.224629517873914,0.0199908754000091
25,SCG5,4.63193380192147e-05,0.260863184823415,0.40289189114473,0.1188344785021,0.02003218730655
26,C8ORF33,5.03812192261524e-05,-0.239052408903879,-0.150722237464039,-0.327382580343718,0.0204685308692364
27,EIF3E,5.11145332472606e-05,0.288872129983234,0.477231977625466,0.100512282341002,0.0204685308692364
28,SENP1,5.52573803171925e-05,NA,NA,NA,0.0213372427139102
29,TGDS,6.21385712012196e-05,-0.0567858754097876,-0.0072124100135995,-0.106359340805976,0.0231669735112961
30,TMED10,6.49956339400892e-05,0.411868257488787,0.595058967660512,0.228677547317062,0.0234244264720081
31,ERP29,7.25711588428745e-05,0.35222408997713,0.505003535744397,0.199444644209864,0.0245199802940362
32,RNF8,7.14529555843731e-05,-0.126420673033068,-0.0737969141158377,-0.179044431950298,0.0245199802940362
33,LL22NC03-N95F10.1,8.80229765152063e-05,0.303890693364493,0.476903780805801,0.130877605923186,0.0288395279418912
34,EPCAM,9.09996613844291e-05,0.422401326851119,0.628403251709347,0.216399401992891,0.0289378923202484
35,SAE1,0.000120541992163418,-0.282186085637151,-0.162521715699043,-0.401850455575259,0.0372371434077391
36,RP11-247C2.2,0.000142744662286226,-4.22792725807836e-05,0.0612061471146585,-0.0612907056598201,0.0417123050983426
37,SNRPG,0.000139748352254997,-0.339207065297701,-0.178548945368265,-0.499865185227136,0.0417123050983426
38,LSR,0.000154320292726962,0.24191678143982,0.378521698507966,0.105311864371675,0.0439081843411556
39,TUBG1,0.000161137952852994,-0.18840093962387,-0.105944414203136,-0.270857465044603,0.0446723986217069
40,CANX,0.000171848616135585,0.38131836553111,0.58552072994613,0.17711600111609,0.0464506809414487
41,MYBL2,0.000189100765874403,-0.155966002136143,-0.0960064107589362,-0.215925593513351,0.0498672556252206
42,CCDC43,0.000238848511684168,-0.074314793881778,-0.037913680150183,-0.110715907613373,0.0581877679154572
43,EIF4A2,0.000234729162029495,0.305051443832454,0.458084610370053,0.152018277294855,0.0581877679154572
44,H2AFJ,0.000242179944154234,NA,NA,NA,0.0581877679154572
45,POLD2,0.000232165481802334,-0.304698843244069,-0.172841467054956,-0.436556219433183,0.0581877679154572
46,PPAN,0.000262249853164082,-0.121064210584443,-0.0665551279545347,-0.17557329321435,0.0616401176610882
47,BIRC5,0.000274404947982847,-0.195767758477231,-0.113595453729398,-0.277940063225065,0.0631248148423519
48,ILF3,0.000290805911562219,-0.364545184032988,-0.186259438078398,-0.542830929987578,0.0652310037732994
49,RHOG,0.00029562700563186,-0.0532934072304334,-0.0224559372170388,-0.084130877243828,0.0652310037732994
50,CLTB,0.00030846438557618,-0.208455853106371,-0.121663155903811,-0.29524855030893,0.0667023387369931
51,HNRNPR,0.000315156664654124,-0.432542974998144,-0.206985319545964,-0.658100630450324,0.0668132129066743
52,C2CD4B,0.000337455029229852,0.434883163432088,0.674481209776857,0.195285117087318,0.0701646880006377
53,MGP,0.000359394039674532,NA,NA,NA,0.0733163840936045
54,FABP7,0.000375999778547994,-0.280435014054546,-0.170899833947506,-0.389970194161586,0.0737880751202732
55,HSPA1A,0.000382180189302192,0.717974879574537,1.0851088187714,0.350840940377678,0.0737880751202732
56,PPP4C,0.000370004788009987,-0.195628294753385,-0.113571920671665,-0.277684668835105,0.0737880751202732
57,KCNA4,0.000390157929391543,0.0765144774011483,0.133462226773879,0.0195667280284177,0.0740067988172168
58,ACOT7,0.00040265127349412,-0.0896191283235298,-0.0489084272831015,-0.130329829363958,0.0750597511899729
59,NDUFB1,0.000418129926102107,0.208367739332058,0.373607974461004,0.0431275042031133,0.0753470126835997
60,SYT4,0.000417345532464628,0.352113629366356,0.559568381578425,0.144658877154287,0.0753470126835997
61,HMGB1,0.000455995970999874,-0.317447193464716,-0.137863827496133,-0.497030559433298,0.080823417023781
62,HOXB8,0.000474253969795855,0.278487313536072,0.436301695464759,0.120672931607384,0.0827037729263352
63,ANGPTL2,0.000487053655751855,NA,NA,NA,0.0835876845395088
64,TOX3,0.00050700011710636,NA,NA,NA,0.0856513322836556
65,PNO1,0.000526865940191845,-0.108264740575461,-0.0598106463374678,-0.156718834813454,0.0876380699285266
66,RGS4,0.000553290696395574,0.309602834924224,0.488287687975408,0.13091798187304,0.0906390759004386
67,COX7B,0.000565729370528422,0.309962905632087,0.488992667892648,0.130933143371526,0.0912935217037806
68,CENPA,0.000575031924881794,-0.0318656942440615,0.036568288641714,-0.100299677129837,0.0914300760562053
69,CYCS,0.000603210440903692,-0.361491443170592,-0.15837787281536,-0.564605013525824,0.0945204534355176
