index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
HMGN2	HMGN2	5.33333640313075e-27	0.9922799369619181	1.1582257039233799	0.8263341700004599	5.76640331906497e-23	HMGN2	0.9922799369619181	5.33333640313075e-27	2.3090022	87.27702023228365
TUBA1B	TUBA1B	7.20404862727394e-19	0.9458514708918291	1.1394433544256202	0.752259587358042	3.89450868790429e-15	TUBA1B	0.9458514708918291	7.20404862727394e-19	3.0857604	60.267825883402175
TUBB	TUBB	1.91918198978525e-17	0.8295652727931591	1.01343641167909	0.645694133907229	6.916731891186031e-14	TUBB	0.8295652727931591	1.91918198978525e-17	1.7662715	55.532286088987185
STMN1	STMN1	3.2313635356772203e-16	0.778766921350725	0.961265068739334	0.596268773962116	8.734375636935519e-13	STMN1	0.778766921350725	3.2313635356772203e-16	2.6859453	51.45870645202179
PRDX1	PRDX1	3.15099888811107e-11	0.593121185544172	0.7710203806300071	0.4152219904583371	4.86694285403671e-08	PRDX1	0.593121185544172	3.15099888811107e-11	1.8754561	34.88539979848739
ACTB	ACTB	5.51425923382215e-11	0.5854147340875501	0.7518158694763829	0.419013598698716	7.45252135451063e-08	ACTB	0.5854147340875501	5.51425923382215e-11	3.1520398	34.07804195150202
PTMA	PTMA	9.74597703869307e-11	0.626315349285677	0.8053127738106909	0.447317924760662	1.1708167082483302e-07	PTMA	0.626315349285677	9.74597703869307e-11	3.8695595	33.25640222018445
NDUFA4	NDUFA4	1.14722921005714e-09	0.610693337299635	0.7903329266448701	0.43105374795440005	8.069231136214041e-07	NDUFA4	0.610693337299635	1.14722921005714e-09	1.074367	29.69919919133652
UBE2S	UBE2S	9.738813525338209e-09	0.6445186747636279	0.846104771757597	0.442932577769659	4.0498481475367995e-06	UBE2S	0.6445186747636279	9.738813525338209e-09	1.6596284	26.613606833770586
HSPA1A	HSPA1A	4.03189802943158e-06	-0.786804142470645	-0.488093809297373	-1.08551447564392	0.000407410107422563	HSPA1A	-0.786804142470645	4.03189802943158e-06	1.6191078	-17.920109417166323
JUN	JUN	7.60783050069563e-07	-0.5992023848314251	-0.356687713374805	-0.841717056288044	0.000124630096020487	JUN	-0.5992023848314251	7.60783050069563e-07	1.405905	-20.326011560301428
CACNA1A	CACNA1A	5.3384077833000594e-08	-0.696622750679187	-0.48467520698223604	-0.908570294376138	1.4799708962317999e-05	CACNA1A	-0.696622750679187	5.3384077833000594e-08	0.94949174	-24.159015246711043
MTRNR2L12	MTRNR2L12	3.87915314127006e-08	-0.975376642027279	-0.667019011963337	-1.28373427209122	1.19063286840331e-05	MTRNR2L12	-0.975376642027279	3.87915314127006e-08	1.6996869	-24.619683027367305
HSPA5	HSPA5	8.853092513874308e-09	-0.633664618067385	-0.445473030630275	-0.821856205504495	3.82878545040036e-06	HSPA5	-0.633664618067385	8.853092513874308e-09	0.7231074	-26.751171356406818
PLCG2	PLCG2	8.19990605659048e-09	-0.9788113738611228	-0.695416595155835	-1.26220615256641	3.6940576784940103e-06	PLCG2	-0.9788113738611228	8.19990605659048e-09	1.0902954	-26.86174547260522
PNISR	PNISR	3.07596672159614e-10	-0.601356950293342	-0.42399777942639905	-0.7787161211602859	3.02339565399067e-07	PNISR	-0.601356950293342	3.07596672159614e-10	0.7038402	-31.598241053781923
