index	primerid	Pr(>Chisq)	coef	ci.hi	ci.lo	fdr	gene	log2fc	pval	mean	score
DLX5	DLX5	7.392109213777389e-30	1.40931337847547	1.6295531301497	1.18907362680124	9.05015931042765e-26	DLX5	1.40931337847547	7.392109213777389e-30	0.75389063	96.77185677479505
NFIA	NFIA	6.711619315364049e-15	0.719748058916869	0.8762384672062451	0.5632576506274929	4.1085177639001e-11	NFIA	0.719748058916869	6.711619315364049e-15	0.909256	47.08226053521623
MFAP2	MFAP2	1.31431339545894e-13	0.658455348312301	0.814120441982259	0.502790254642343	4.91840216140325e-10	MFAP2	0.658455348312301	1.31431339545894e-13	0.7001678	42.79075590904372
RBP1	RBP1	3.68254443128032e-12	0.7173306114288579	0.9054304788157921	0.529230744041924	7.51423191202749e-09	RBP1	0.7173306114288579	3.68254443128032e-12	3.1354928	37.98243420662522
OSBPL1A	OSBPL1A	5.6165274468633604e-12	0.5878016833008051	0.7411231404654859	0.434480226136123	9.823306504564009e-09	OSBPL1A	0.5878016833008051	5.6165274468633604e-12	0.81794614	37.373458713468324
COX20	COX20	1.9258594769070896e-11	0.589663202805524	0.7356806557585931	0.44364574985245503	2.9472871969716902e-08	COX20	0.589663202805524	1.9258594769070896e-11	1.2104027	35.59570660504763
GAD2	GAD2	2.10145564199189e-10	0.597034695076628	0.777106322259605	0.416963067893652	2.5728121424906696e-07	GAD2	0.597034695076628	2.10145564199189e-10	0.66228306	32.147891944800456
ID2	ID2	6.829432720235029e-09	0.747894833743483	0.9721081874846379	0.5236814800023271	6.9677287328197905e-06	ID2	0.747894833743483	6.829432720235029e-09	2.2236793	27.125587106465485
ASCL1	ASCL1	5.40121458907784e-08	0.6269004913128511	0.832347601982643	0.421453380643058	3.6737261230044395e-05	ASCL1	0.6269004913128511	5.40121458907784e-08	1.1041955	24.14214089171097
TAGLN3	TAGLN3	1.26991448253716e-07	0.6106945572479879	0.8149813773191509	0.40640773717682505	6.88967515225344e-05	TAGLN3	0.6106945572479879	1.26991448253716e-07	1.4614563	22.90876531664211
SOX4	SOX4	1.52137008170376e-07	0.611720422400416	0.820602502309637	0.402838342491195	7.76088912929131e-05	SOX4	0.611720422400416	1.52137008170376e-07	3.8310468	22.648125524893654
PCSK1N	PCSK1N	2.1351827122867502e-07	0.614635718495943	0.8142317305740849	0.41503970641779997	0.000104564167786107	PCSK1N	0.614635718495943	2.1351827122867502e-07	1.7860638	22.159137134491605
HMGB2	HMGB2	4.94417683933291e-08	-0.7374083098150429	-0.5041350759436779	-0.9706815436864079	3.560679826114871e-05	HMGB2	-0.7374083098150429	4.94417683933291e-08	2.1236637	-24.26969441378015
CKB	CKB	2.65527730209429e-08	-0.6626512769180961	-0.417884624485445	-0.9074179293507479	2.16723733396936e-05	CKB	-0.6626512769180961	2.65527730209429e-08	2.301366	-25.166562223317904
